100 3
6336,3461,2734
6518,4881,4016
9672,1885,1761
2593,8492,3609
7949,6173,1716
1397,3108,9270
1200,8765,5627
3821,4526,7915
6985,1491,5959
8117,5565,2167
9101,2288,1458
3331,7035,6374
6779,3369,3284
8188,7979,755
3978,5697,4898
9884,412,5158
1301,7361,5021
2976,2062,8373
308,9032,6990
6996,643,9037
5577,3059,6349
4177,4960,7510
3381,7457,4028
1227,6163,8498
6337,245,7470
2937,4671,7054
5487,2888,7923
3326,7907,3069
8565,6980,1005
7528,1935,6010
8449,4006,410
2943,4497,6216
7806,1803,4178
3211,5857,5853
3701,3421,5980
2221,3743,7442
3787,4226,6760
4307,9248,737
8787,249,5849
6850,626,8483
6355,585,7683
4846,1335,8794
2625,9457,1845
632,3435,8617
5951,4791,3890
8826,3632,2584
3980,4082,6742
2109,7835,5892
6913,6064,3727
645,8311,7106
1236,5482,8132
3362,5073,6314
9774,1108,3257
3496,5192,7149
3739,9810,1522
5278,3254,4685
8317,4417,2065
1415,8562,7257
4753,4565,5911
3856,4153,4742
2225,8097,7814
2564,5927,4965
3265,4972,6693
1935,7856,3358
8522,4070,3992
4836,1596,8575
2890,3765,9349
9620,2839,945
6708,4887,2805
3,2962,9172
4489,7383,1182
4910,7091,3853
9228,1237,5328
7267,6279,4609
3103,6264,7036
4546,8528,1494
1975,3332,7854
4159,8779,1612
9652,2344,4024
3629,9395,2519
3897,4520,6728
3791,3522,7559
6291,4104,3686
6584,46,6915
5339,2212,7159
4901,4726,4967
2704,4401,9259
4079,7976,2613
4312,8126,4217
5764,9076,406
7790,2839,2193
5362,5411,3641
1029,8705,4532
6404,5894,727
6090,772,6043
3183,8012,4037
6534,501,7620
4933,7693,3975
7333,9054,296
7377,1626,5859
