4000 4
1324,601,187,179
2539,1005,270,337
1782,597,353,133
2253,1268,237,266
174,84,39,19
1048,480,217,92
456,240,100,49
592,240,117,43
2705,1895,454,238
1913,604,475,83
630,207,178,26
2877,1527,1070,199
609,340,61,74
1645,425,495,167
3364,1942,1029,158
1021,513,280,50
1363,446,440,89
1568,518,124,386
1223,457,115,212
1825,489,143,403
2302,879,693,166
2081,321,564,98
1059,565,186,55
1652,467,611,104
1055,296,400,78
2419,1238,678,264
1239,435,284,48
1065,344,296,80
1505,524,587,208
860,325,209,39
2050,759,669,154
1513,852,494,62
908,384,199,53
2595,869,734,386
555,159,154,31
2446,1616,745,214
1849,836,299,263
552,224,47,56
1025,401,210,33
228,131,38,4
450,131,87,21
2531,911,219,463
869,365,91,62
2369,1050,437,145
767,474,264,65
2031,1387,662,140
2029,771,183,260
2769,1690,911,302
1222,528,317,51
2158,663,307,139
137,86,49,3
1178,507,110,114
1262,485,341,86
1958,791,376,152
955,397,255,58
937,381,72,141
1647,583,292,99
516,201,45,60
119,64,34,4
2694,1280,687,223
996,256,236,41
333,105,34,38
533,166,77,43
2018,631,615,112
289,79,27,20
209,58,25,19
2777,1462,828,142
1966,951,554,158
176,100,11,10
1645,848,518,69
2190,800,563,107
2583,1344,294,210
1051,403,223,85
1581,781,191,196
2601,1116,701,159
2135,1174,317,152
1464,599,439,43
675,312,231,13
2880,1557,332,328
526,269,71,23
1680,835,188,172
1075,304,143,39
241,112,18,25
3001,2125,334,337
587,359,157,27
1535,599,117,120
135,62,27,6
1216,403,160,254
2264,1210,934,245
678,229,51,141
171,83,33,6
170,54,69,11
1342,514,492,48
2265,1069,698,85
2627,1028,307,630
1657,711,428,53
152,59,24,2
1276,539,484,62
2743,1248,506,227
768,153,69,130
368,109,41,35
2642,1238,824,169
1552,526,258,171
867,224,101,132
556,124,67,88
1776,974,306,92
2481,1495,193,201
1055,620,74,111
1403,616,253,142
986,293,81,142
1421,612,98,232
134,55,35,7
2265,1600,801,269
2147,920,229,360
1085,496,83,196
409,174,33,68
1623,293,302,163
449,155,82,40
936,372,266,62
2775,1258,610,238
269,120,91,19
571,285,173,34
1131,572,333,65
285,74,93,22
1288,532,295,99
2256,1088,212,300
1878,1156,175,174
798,303,99,54
1876,1118,290,175
1481,666,257,194
130,54,12,20
1965,1192,188,240
1594,549,303,105
1525,653,482,131
2547,686,249,391
1370,416,215,87
2186,1011,187,225
1032,386,112,55
621,250,62,62
835,246,116,66
133,31,11,17
702,215,105,49
937,509,102,73
1801,464,376,100
2770,1553,230,320
453,196,143,12
1935,874,121,294
154,84,27,8
2037,748,122,285
1722,820,555,85
273,136,49,11
220,68,48,10
1876,589,358,217
37,9,20,2
1993,863,582,112
2203,1623,511,141
1660,392,287,409
406,138,75,29
155,49,29,12
576,183,102,26
2405,1262,615,85
1682,892,435,56
1213,338,304,73
1327,372,420,80
1664,825,209,209
2050,1191,212,306
827,472,107,72
2091,637,223,376
2327,693,509,192
3067,1879,1071,263
2553,1304,177,388
1382,583,359,76
1132,476,304,66
1098,340,116,149
449,151,71,30
1853,432,510,172
2163,914,400,254
343,163,50,37
2530,797,231,427
2741,1285,277,380
2283,1123,188,193
854,123,240,38
2118,973,421,112
1875,828,153,235
2411,703,779,111
1823,817,310,211
1704,695,260,120
1636,434,570,92
171,50,11,32
1042,511,108,145
3092,1909,751,193
2155,1215,383,161
1169,507,321,38
2152,829,693,97
626,195,91,50
2311,1542,715,216
498,182,32,108
2119,1113,621,173
2107,1144,886,31
3182,2097,1010,298
1020,303,112,157
727,212,75,123
293,91,37,34
1760,697,148,292
2533,1587,810,294
1683,676,416,84
940,469,202,47
1277,475,372,58
1819,757,297,174
110,16,21,7
53,15,3,5
353,212,49,29
1714,832,541,160
438,191,134,23
1969,1025,680,95
2069,934,389,155
2479,1266,675,213
626,232,145,20
1323,742,279,42
107,36,17,2
1216,706,262,40
1929,723,260,260
839,390,101,102
1163,299,162,153
463,127,94,21
679,258,179,40
911,312,203,45
789,315,83,61
400,150,74,35
109,25,21,18
2473,1064,249,378
1322,571,226,81
2760,1182,682,180
2170,958,554,122
311,146,23,38
1323,517,157,159
739,340,82,87
584,177,75,72
1551,606,224,146
2940,1612,300,393
3314,2021,310,458
660,280,49,56
3019,1436,327,584
1006,466,106,111
1132,520,113,87
663,351,90,70
1859,822,205,226
1820,667,134,244
2644,607,955,326
1419,301,244,105
2496,733,294,453
384,178,52,54
1003,440,202,69
1264,362,76,253
751,288,279,30
2231,1000,654,118
561,229,156,10
38,19,14,1
523,210,142,9
1584,530,179,294
611,209,125,32
2481,2014,164,437
2780,921,474,439
2002,530,137,317
2572,1431,256,294
1249,725,204,74
815,514,114,40
1550,756,209,363
2731,1777,227,214
3157,1903,1025,431
1219,422,216,79
413,157,46,44
224,63,45,15
746,129,151,69
499,79,104,49
2528,1191,650,223
476,163,119,15
131,53,30,6
329,102,83,9
2566,1082,277,502
165,66,42,7
2839,1778,354,281
1176,645,155,75
245,96,46,17
1324,472,247,231
1757,581,210,468
927,435,281,50
2544,640,217,356
734,291,97,61
530,189,94,43
2714,1394,290,217
3207,1497,589,262
289,69,98,18
2850,1102,842,181
1595,917,123,191
532,175,147,49
2517,1127,652,242
879,285,60,138
1775,1040,342,138
233,59,16,43
1487,497,315,198
2215,892,664,74
2410,1795,522,119
1486,589,128,324
2546,1366,693,92
282,123,56,22
2802,1803,564,357
108,33,18,5
1540,528,268,101
1243,298,315,167
279,129,20,32
2954,2244,301,340
1110,653,96,103
465,218,98,21
459,215,97,21
431,179,40,63
1856,1009,232,153
1441,514,250,184
463,223,45,42
3105,1789,994,143
2361,1421,533,127
1213,395,351,60
81,40,10,3
1050,339,102,141
2483,1031,254,330
154,69,45,6
113,59,41,5
1070,374,178,85
1417,727,248,78
794,240,226,78
2717,1270,374,280
2413,1245,170,360
2058,517,616,88
2386,902,412,358
2594,1265,627,380
2304,965,531,201
1215,458,328,57
2260,1015,215,365
2705,1253,1026,285
976,575,174,86
1684,524,569,113
1604,961,430,88
2627,867,702,430
575,253,190,32
1779,755,126,295
948,420,113,132
496,111,96,32
465,111,93,32
2462,1406,716,215
1824,1105,121,243
2969,1518,791,228
2231,1487,520,168
1594,1076,379,128
2698,1337,215,453
2552,1715,864,283
1392,570,332,69
640,219,184,31
1053,391,225,48
1269,691,293,121
1434,786,125,249
545,272,37,82
221,85,64,19
2941,1660,173,351
2006,846,701,140
3145,1404,231,737
323,161,32,24
1885,755,429,211
2791,1520,740,301
2122,912,625,178
3064,1260,209,1099
1917,568,608,136
736,355,108,57
2259,895,483,230
2537,1456,802,113
1781,1039,577,74
756,417,225,39
1222,354,242,69
2859,1623,503,348
216,132,51,17
1737,544,360,126
2158,1023,468,110
279,92,47,19
1703,795,347,97
1957,456,575,115
979,424,96,126
452,202,35,58
527,222,61,68
309,99,44,40
1650,805,206,121
2288,1172,212,261
3111,1678,295,395
131,58,13,17
1488,518,171,142
1233,612,125,73
1195,592,121,72
732,221,146,41
572,153,109,26
2753,1338,228,429
2144,1074,604,176
2641,1408,572,137
1570,667,119,176
2406,843,830,315
2764,927,800,125
1139,502,294,47
2027,678,655,172
2338,947,200,347
152,38,50,7
2915,1524,609,227
1195,746,98,83
2266,1457,245,307
1299,670,207,61
2451,1643,196,255
2575,1561,177,383
2168,1118,609,322
180,38,28,26
287,64,77,18
235,180,29,31
1891,698,453,178
502,206,120,51
2955,1745,852,370
522,203,114,46
1555,700,328,115
2027,688,223,252
1701,960,155,174
2328,754,516,144
1690,719,238,383
1781,913,571,76
117,32,19,9
3150,1781,726,165
470,202,43,42
254,75,19,40
904,362,241,84
160,68,19,12
2159,940,534,206
900,468,238,53
2912,1300,226,440
2309,1613,272,337
1872,570,483,64
1830,545,363,216
1331,624,98,117
722,307,185,53
502,162,116,30
1246,486,107,230
431,175,96,28
2115,816,181,215
419,153,87,29
2621,1328,172,610
27,10,3,8
2585,2055,238,283
2122,1055,194,293
1718,878,152,221
1474,441,152,312
1106,334,138,145
285,55,62,17
1568,855,432,133
1254,470,242,59
1020,390,259,81
2791,1334,773,182
1116,333,107,192
1135,523,94,104
1544,736,346,93
1061,473,83,147
2092,479,138,424
197,106,17,22
413,199,20,50
796,329,69,112
1208,219,326,74
1286,737,270,95
1541,472,394,115
2937,1540,414,332
2533,915,426,424
2795,1387,596,563
325,121,55,54
2771,588,950,164
1545,438,381,67
674,351,66,47
1233,709,276,108
2798,1565,775,231
212,82,40,19
419,176,88,52
1910,986,361,155
2945,1549,493,150
711,190,151,75
302,126,112,29
451,186,105,16
2412,743,645,460
1510,614,613,46
1136,453,450,32
374,161,163,14
1392,802,373,122
739,408,179,62
364,67,33,67
803,225,90,174
2364,1337,337,206
1176,588,325,125
681,234,71,53
526,183,49,33
277,53,58,12
522,290,40,54
442,299,38,29
1298,672,218,104
2097,1222,467,200
2208,1072,699,333
1424,703,462,221
1333,520,86,248
1071,463,220,62
1565,582,350,66
1543,937,290,149
113,29,29,2
1557,654,338,133
1467,599,97,238
633,378,36,67
2676,1520,150,299
2046,1042,513,112
811,511,178,57
3226,1446,229,642
2337,1250,573,194
2849,1203,464,254
1213,444,321,118
980,319,265,70
1270,443,109,144
1512,881,185,102
1683,490,466,183
298,142,52,19
3060,1254,539,832
1661,951,506,98
2710,1415,770,142
2123,731,774,76
2588,1334,837,184
1331,747,225,173
1860,639,166,250
1337,579,363,84
2793,1175,908,279
2293,1365,167,347
1595,315,436,66
135,74,14,7
1988,819,245,93
1552,792,146,187
809,324,79,92
1051,299,121,259
442,198,54,51
446,146,45,67
1834,880,358,109
1594,567,156,273
2422,712,287,607
844,326,170,53
337,194,126,34
1092,440,276,55
1124,391,208,54
298,88,80,9
3111,1644,525,250
1794,506,106,183
2118,1526,192,166
556,266,121,36
603,349,45,39
1286,558,122,222
259,59,40,18
2054,1115,546,344
276,59,65,25
607,102,108,54
2610,1271,580,195
313,105,93,15
2593,1747,258,233
1146,406,84,161
2479,1202,442,208
1986,1206,175,233
2359,953,440,189
2384,1092,298,384
1095,297,84,140
1360,561,177,113
657,208,61,58
672,301,65,52
2925,1646,613,111
1635,327,473,99
395,94,41,25
1184,597,187,115
661,334,81,75
2192,672,467,201
1420,489,440,52
1708,626,100,283
1084,595,292,62
528,219,155,25
1686,626,151,385
2182,1402,200,302
2088,1065,545,109
1243,371,265,118
2075,1454,383,79
1581,504,120,249
67,15,19,14
337,168,39,30
2375,1266,571,212
279,96,62,10
2723,728,163,295
2370,1565,159,361
248,60,42,28
476,179,47,70
252,109,67,15
123,57,29,6
2765,2221,419,260
1077,422,307,83
2710,1179,724,218
1930,502,505,249
1259,396,153,111
509,115,133,36
434,218,43,56
1631,377,348,122
1750,677,228,202
624,120,51,118
1114,255,108,174
295,130,29,23
1599,572,458,104
490,55,127,35
331,32,77,24
2434,1073,138,394
1892,899,99,277
542,174,39,117
1108,553,230,65
1643,582,468,144
2615,1486,363,291
2693,1431,179,407
1935,408,602,92
1371,798,320,317
2542,1541,518,346
1716,808,358,78
2311,1053,366,341
2046,1096,435,226
950,524,263,43
1226,393,98,241
987,306,80,195
207,68,42,11
666,238,93,59
199,117,67,5
654,308,120,45
353,118,33,45
2743,1208,786,122
2385,1436,410,157
100,30,12,9
1934,1024,569,62
2228,567,584,399
2670,1122,665,237
475,148,90,24
1753,961,413,179
1686,642,134,384
1829,341,220,362
2186,637,454,159
1919,555,154,464
2162,999,575,173
1682,638,230,163
1469,663,132,160
3245,2222,1180,141
2266,977,139,411
1161,552,67,199
321,165,67,30
168,72,41,20
153,93,26,10
1032,293,74,157
1564,587,295,72
1327,776,264,114
1815,568,418,135
1406,497,168,228
149,59,15,10
2911,1688,219,299
1109,415,110,149
493,165,49,80
616,250,61,69
1472,453,356,48
2269,1180,246,184
461,144,42,77
2808,777,629,161
2577,1086,124,734
2431,1217,195,555
838,157,217,52
148,37,37,11
2963,1301,583,344
1569,740,390,126
3088,1543,789,206
2016,1003,533,118
1932,970,520,113
372,103,85,44
2128,1108,634,161
484,215,132,10
586,235,138,27
527,167,88,24
519,165,87,24
2055,1326,231,285
212,56,18,32
504,188,116,70
2820,1549,287,426
2620,1967,287,231
2549,1100,567,136
2032,507,673,170
821,206,48,208
1812,800,453,129
307,119,84,16
1505,681,369,113
1708,423,465,72
1078,601,68,148
236,83,21,37
688,194,214,26
118,37,28,2
562,155,183,24
271,188,64,11
3028,1827,435,235
2742,1560,321,432
1145,349,227,64
945,235,115,115
997,335,88,153
1025,524,97,124
331,137,65,11
339,152,38,22
176,53,33,6
966,170,264,42
595,444,50,67
924,511,125,109
2035,573,339,448
1785,922,140,238
1988,884,274,189
2156,906,250,328
2529,797,223,407
444,207,137,23
2627,1289,633,64
2682,1392,561,146
2197,907,269,230
2189,832,629,130
1392,595,82,187
840,360,44,112
203,28,41,13
1132,505,245,99
3222,2457,514,324
2614,993,226,509
575,206,133,31
1182,794,103,162
1124,528,305,55
356,92,79,14
999,222,188,87
1031,447,90,146
1093,172,290,35
2040,1298,375,96
1315,520,104,227
2519,669,559,188
1056,272,84,157
2100,735,441,100
3015,2082,558,433
1591,435,108,142
2796,1789,248,419
1793,421,189,261
2796,1517,835,136
833,376,61,87
1699,660,423,152
2164,945,195,149
459,88,95,54
2597,1582,305,187
1892,1030,182,276
845,219,186,59
310,142,34,20
787,390,53,104
1317,456,320,142
3032,1318,747,144
75,23,17,4
1844,833,152,252
1696,569,144,395
480,90,27,81
185,57,13,16
1104,520,272,67
412,170,51,22
1900,990,364,213
1904,820,451,73
617,223,125,22
1741,1002,459,91
1191,517,144,160
2040,779,507,114
746,268,202,25
1892,639,497,293
741,337,193,57
558,240,154,45
1803,998,257,118
549,143,108,51
237,49,66,18
650,155,103,73
894,334,277,45
617,250,64,28
1134,321,401,32
2150,864,168,457
1467,278,155,312
2252,870,213,362
1047,287,163,67
1139,493,195,88
2211,1514,257,148
2671,1263,903,179
1516,554,263,47
2664,976,704,150
349,134,17,39
352,191,49,16
2332,1117,556,91
1963,875,142,338
1792,723,336,129
973,530,141,39
2294,741,275,762
1186,529,256,82
1507,705,91,170
1085,337,295,61
3024,1440,176,652
2018,909,305,192
2098,941,439,202
124,34,24,3
1599,780,372,127
2534,1590,866,140
807,212,180,41
2756,1552,221,276
1037,289,229,28
369,145,29,57
262,124,65,26
2913,1035,511,314
483,74,112,22
338,53,77,15
1040,351,118,109
2175,1258,609,120
946,489,287,49
2745,1414,721,179
501,187,23,89
2018,483,611,59
2217,1134,721,162
1623,644,427,146
2667,1204,509,252
1782,1095,266,209
800,212,55,117
1447,748,109,222
2042,848,186,307
1446,634,117,233
596,214,69,74
1938,940,142,301
2610,857,224,424
1246,906,148,117
607,219,126,33
1996,661,301,189
1989,815,493,126
1387,526,149,270
2626,1732,565,176
1861,456,150,398
1805,716,250,237
2906,1734,393,143
2274,765,611,90
2876,1875,244,549
2277,942,605,139
2732,1674,325,488
1073,357,308,38
1521,831,227,142
1829,967,170,253
493,132,62,38
342,144,65,9
145,83,13,16
1188,548,227,81
2447,1135,548,376
990,386,96,167
1765,996,474,67
2840,1401,508,262
2722,1206,612,279
599,208,155,49
1885,936,150,239
2349,1326,293,185
532,184,78,28
1964,837,144,96
563,240,37,27
1401,597,107,69
1432,814,97,242
1436,391,191,179
2331,981,589,116
883,333,137,71
2988,1907,688,169
1554,242,408,77
2665,1391,519,192
1575,765,210,132
1333,375,335,102
782,212,206,44
2148,639,274,315
2099,775,611,116
148,31,48,7
2081,1151,260,280
1465,685,128,315
2491,1521,197,397
224,28,52,6
1206,932,235,97
1619,613,134,437
2640,627,615,189
1433,369,107,200
1266,542,85,221
667,325,155,40
382,184,96,13
285,141,59,27
369,81,104,11
2988,2326,601,397
699,261,180,47
1248,612,137,138
494,226,42,67
1447,477,96,252
2638,1743,201,290
1130,350,301,100
956,173,216,86
2787,1709,304,270
1422,415,163,136
1547,500,236,268
42,14,10,2
860,230,228,59
1058,237,236,36
1551,671,124,195
2022,750,122,275
1612,404,329,83
1309,492,179,105
1914,709,524,139
698,216,205,24
1813,978,124,318
2297,951,545,220
2907,1326,683,829
2053,1097,494,255
153,67,25,11
2511,1296,353,301
191,31,46,11
137,24,30,10
1164,375,309,62
491,156,114,22
1658,677,448,89
878,340,263,39
333,94,26,80
565,173,172,59
780,229,232,79
2761,1625,860,223
2207,1486,326,195
201,67,62,9
458,102,88,37
2871,1119,993,263
356,98,128,12
1437,528,172,332
2020,633,225,426
879,346,232,52
53,8,12,4
1885,674,568,111
206,49,46,21
818,334,125,72
2586,1269,799,219
2922,1908,1194,101
2252,942,422,186
130,40,30,4
375,123,89,20
1559,668,121,288
1364,504,217,76
182,78,76,7
1706,618,424,64
539,126,138,26
589,162,122,23
2552,941,277,753
2711,1191,205,566
2459,1509,827,141
820,229,200,61
170,63,31,7
2331,825,521,168
433,173,126,39
1755,589,247,168
1074,411,145,245
2601,1387,856,145
2472,620,743,75
2811,1464,880,225
757,183,73,131
2284,912,635,205
1638,619,449,165
646,293,186,40
702,233,154,32
520,243,101,27
1624,395,149,311
2397,1437,354,228
2435,727,155,433
1238,454,130,216
722,272,84,78
606,245,73,68
1708,761,194,150
514,88,99,46
520,122,120,34
2155,1190,270,222
987,383,375,33
1107,366,242,50
395,142,91,19
2474,1598,225,365
1298,587,117,293
2909,2186,437,203
527,195,96,32
2054,567,425,120
1388,346,136,264
727,172,69,126
1472,442,443,49
1290,634,208,86
626,324,105,30
905,400,261,42
2697,1434,478,129
210,92,17,10
2761,1600,205,643
2513,1315,583,262
346,147,38,37
1443,515,136,361
1533,627,393,45
1146,343,201,64
1062,319,190,56
84,24,11,8
2426,1473,248,254
1627,939,298,97
30,2,8,1
2622,1717,587,211
311,122,63,22
1380,663,406,193
28,12,3,1
1712,673,156,333
1734,579,409,130
3028,1908,796,520
2168,1365,170,266
3025,1815,373,288
992,413,63,50
210,65,13,6
782,348,50,44
1405,530,342,88
785,236,181,29
317,118,80,13
1249,324,137,214
1327,381,116,303
2962,1639,636,198
688,342,86,71
2573,907,305,401
1950,471,484,123
1662,793,476,76
2674,1004,575,202
2492,1045,658,158
2665,896,187,561
2079,925,139,326
1174,455,188,176
413,90,101,45
1797,1430,338,135
2705,454,574,228
360,80,97,11
1424,664,120,172
267,131,77,10
2650,1636,338,283
1469,434,205,252
994,402,260,71
253,57,62,13
1577,500,206,116
1858,437,499,69
216,59,22,62
2076,1506,513,173
176,55,12,14
2665,1053,280,338
2686,982,184,567
2567,1178,491,875
1487,769,418,81
893,479,252,63
1909,1063,237,271
2506,801,582,156
473,170,115,28
2667,2027,394,164
1885,963,255,160
678,220,166,46
40,3,6,2
324,104,87,7
2864,1422,1003,149
660,318,63,51
2007,978,455,186
2009,947,117,459
687,232,46,168
2010,788,218,372
1746,583,545,109
137,48,18,14
133,48,18,14
2309,1195,725,203
2402,832,186,353
1456,916,289,74
611,208,155,37
1425,757,193,81
923,387,95,114
1037,388,317,31
1501,480,353,51
332,119,113,19
838,255,166,44
3075,1654,528,358
2899,1451,678,214
960,174,222,50
3053,1391,203,914
1157,352,257,76
1191,430,175,95
458,142,33,149
1280,685,135,60
1730,674,282,252
1937,760,127,483
196,48,33,29
1285,576,172,214
1938,757,220,314
2135,701,545,94
162,47,29,6
1022,393,93,193
3082,1665,922,296
586,223,103,44
2101,850,381,179
2497,917,171,457
2624,1266,179,377
2436,818,189,539
1284,507,91,239
897,474,83,210
1219,455,149,130
2648,1240,688,308
1731,742,312,122
475,151,98,26
19,8,1,1
1893,696,127,395
2734,2295,373,238
1421,672,247,114
1040,277,227,60
1324,644,167,284
378,90,31,81
612,244,92,55
254,63,22,43
1290,290,366,53
916,327,139,67
372,186,74,15
921,376,245,19
2123,1018,328,187
2507,1294,340,214
1734,632,455,73
2279,1029,554,215
200,75,13,43
1434,500,339,62
936,303,193,56
2415,1185,515,207
2630,1735,622,249
2136,1202,500,308
457,149,82,21
520,210,88,34
2401,804,291,697
1297,385,344,39
2664,1072,531,208
2091,778,445,234
1404,509,330,39
2347,1148,703,155
3161,2295,842,531
1842,1155,148,232
2834,1598,300,289
1083,413,256,40
81,33,3,6
245,114,18,11
858,180,87,148
1610,533,392,51
625,316,89,24
1120,498,323,56
397,150,43,24
1279,548,95,167
1049,203,262,14
653,78,166,19
2923,1739,579,209
562,169,69,48
2258,640,246,369
440,109,104,23
45,17,9,2
2189,702,255,429
2722,1861,716,228
1971,1462,323,186
1920,941,119,426
2392,929,668,48
463,308,82,35
2373,1075,164,484
2813,794,927,124
1787,1044,387,153
189,87,25,26
1314,667,238,56
2924,2262,458,344
535,195,84,38
2873,1598,202,406
290,44,27,61
1123,418,286,67
2091,1524,234,178
740,295,246,29
1523,371,388,78
2776,1764,344,243
2218,790,199,360
825,241,159,46
942,308,147,73
2344,1201,596,68
2249,1201,479,114
2062,703,164,350
1334,411,304,119
156,30,29,6
1178,381,275,113
3029,1876,407,273
925,428,63,143
800,107,185,22
2781,1406,476,968
2448,1181,428,248
1565,875,396,149
1659,743,437,64
885,142,211,34
1565,654,394,128
667,174,184,26
638,166,178,25
769,342,171,29
418,129,128,15
1276,290,350,120
860,537,159,58
860,167,122,53
308,145,86,29
536,228,37,102
2559,1051,411,613
2017,727,566,104
2091,798,647,127
2128,1077,231,280
1820,973,190,130
1670,842,557,145
