500 7
7722,5411,5775,1169,7783,6433,663
4407,515,2578,1097,4028,3475,5648
5017,86,2159,1413,9230,8466,2809
6898,2877,7968,3122,3262,6202,3668
851,9163,4908,8574,4574,684,9743
2358,7117,406,6766,7633,2984,7863
1661,6460,3511,6679,6546,5670,8092
5776,4137,901,2675,7014,8870,5798
277,5072,9467,1129,4236,4375,9703
8811,5060,9446,1169,2177,9852,7935
9810,2836,5798,1472,9296,9310,8151
5843,4980,6244,1620,9118,7146,4295
6132,6016,94,6410,1089,9561,7539
5325,3937,7242,4136,8997,6688,5306
1175,6541,3241,986,9378,9040,2458
8674,8350,610,4518,3331,6855,6138
2449,4001,434,8582,17,528,4992
1107,89,2531,6432,4027,9774,569
3024,6463,5875,4199,3004,9117,5186
2382,8158,7644,1057,6508,8255,5575
9839,5110,1714,2289,9111,2148,871
9129,2676,5863,236,2766,8395,6669
6793,8170,7238,9818,4633,3114,4018
7638,2232,9204,20,390,6848,1077
6899,5104,6653,6739,214,8367,9028
9326,515,9899,8455,3192,5763,8692
5958,4159,5361,2752,2329,2600,2570
6962,5715,6588,4600,7947,5792,4621
8338,2641,5699,5237,7745,2353,1976
7959,720,1005,7285,1236,904,5741
4429,6668,4433,388,827,9794,3140
3156,2395,5710,119,8110,2299,4720
6058,8091,9341,4396,732,5041,9634
8478,7394,1611,6437,8114,2616,3723
9351,3521,9465,3780,189,3898,4168
1016,3693,7309,4172,6088,3020,4292
4198,5319,9012,257,3410,8354,4654
4143,3395,4289,2622,789,5900,9059
8904,8517,2783,8256,2038,2248,2036
2228,6147,6205,3244,9840,3514,7417
5929,6534,1709,127,1853,722,385
5264,9076,5039,9408,2472,9328,2030
3262,5229,1090,2166,3746,3874,422
5785,6123,2459,8013,2270,8665,1258
2110,2179,8676,8039,8714,385,8167
568,1108,8553,5833,185,3592,5241
2657,2921,7272,5919,8150,8362,8086
1897,2237,8509,7683,8360,969,5696
630,9634,6955,2741,1814,5631,781
529,6017,8948,1097,7125,7502,6930
7311,1094,2172,9968,4016,9444,5888
2166,7807,3975,4064,44,2485,1747
8404,3454,7444,9035,3089,4399,1776
4904,30,2557,5433,6048,1506,6530
3173,9008,3461,484,103,5634,453
4119,5078,6342,6286,2886,318,350
2931,2803,2098,1336,6258,9542,371
9348,3941,2147,4252,3972,4705,9685
20,6211,6216,3194,5220,9677,3679
5323,5311,4133,9442,390,475,5729
3277,793,6079,6208,3597,8177,7544
9856,7720,7915,9204,1662,63,3456
5634,4768,3141,5655,980,9357,8849
6200,9035,2529,1523,4346,6662,966
4737,7137,6695,8014,7931,2775,4222
1529,953,1767,1385,8674,9683,589
336,9746,4045,5971,4515,7187,1626
5496,6545,476,1696,5580,3005,3220
9927,9667,4187,4665,6805,883,2679
4737,3659,6902,6266,4613,8669,7651
