1000 2
6580,216
3816,7496
6931,1659
4873,5797
5447,2040
5900,1297
2020,5845
2604,4747
3378,2093
9110,4038
96,2494
4701,5005
742,5006
3009,3307
6717,8323
8213,3297
8540,2029
794,5472
3689,5667
1270,9137
7707,7170
434,9728
3015,3039
4475,6393
5132,3586
431,5229
6081,5133
234,6823
139,3243
130,6856
1567,8344
154,107
373,948
5580,4063
6616,6850
3201,4324
4020,3635
4052,7036
6674,8528
3430,1807
2114,3862
7037,8196
8995,7271
5019,9134
515,5150
5991,2082
3494,6146
2190,3868
7094,7770
7932,3710
4620,1133
8034,8641
4769,2087
5678,1444
615,9108
3251,2730
2970,289
926,1965
7560,5946
1100,8075
1096,7092
158,4590
3238,2348
8459,332
118,6391
4043,4739
7524,2078
3381,2293
4165,9059
3737,4781
8167,6989
7511,1138
7278,8437
3103,4839
4383,4204
2915,5480
1296,3073
71,4535
5421,8530
4868,5540
4921,8911
280,2446
990,3661
4740,5156
2721,8478
9937,888
5468,7448
2026,2747
5886,5130
7586,269
9335,502
5750,632
3575,5821
5167,8997
4352,35
4538,9273
8947,4818
1720,9937
8480,6460
5093,1201
4939,5030
2090,407
2479,4117
3154,8365
9248,741
8635,8583
1243,4385
9215,4819
207,4382
3816,4559
4418,8355
3833,3365
3173,5553
3302,1654
2014,8396
2856,6954
3427,4947
7361,5906
9064,516
4272,8312
1258,2907
6896,2501
7293,6111
7321,7500
494,1137
2060,4912
9493,5893
8278,2667
1447,1580
4321,3462
9977,7178
416,3404
2125,7778
9310,1189
8294,3583
9502,9552
6490,6398
2054,3784
2510,9375
1285,3004
513,3345
7917,6
9239,6195
2673,687
7776,6994
4149,7753
4173,4566
1158,6298
2344,468
7488,638
4051,6990
191,542
3389,2245
4326,5899
1620,5612
8904,2134
8957,6822
2140,8196
3018,4813
8883,794
1808,3033
8548,5981
7599,9706
2280,9944
175,9768
582,4227
6759,774
4770,148
3019,9096
6048,4640
4708,4953
6775,3666
1775,8915
1863,4794
3729,747
5588,5537
3780,4137
1519,1380
3843,3799
1324,4019
3568,1907
8246,327
2681,3016
476,5701
2113,6524
342,6822
1477,7117
488,3253
6032,2352
8048,9762
3099,3637
5300,6879
7774,6819
8259,1618
619,9583
5637,4188
1491,3884
4515,4172
6900,4991
9874,9014
1515,216
5836,2993
7333,6325
6247,3366
8677,4295
3128,1776
7932,8428
8656,5707
5248,6916
7325,5868
6500,2963
56,7991
6847,4571
2164,3747
9563,2038
2762,1079
2254,8598
4073,9588
4924,321
2955,3601
4616,6084
5378,2549
4512,4035
8257,9761
951,5583
5629,7451
8546,5686
5442,5393
258,7606
9141,9821
9645,1903
900,1899
502,4974
1488,5426
5295,4443
9028,9911
527,4407
2461,5040
8442,719
4801,9393
6302,431
6845,4848
6117,2288
242,6375
9894,9383
6197,9540
1287,7098
1439,1789
2072,2928
7216,7367
7371,6245
7279,7899
652,9741
2939,9094
460,7741
8488,6762
8173,5333
1610,4291
7622,1852
667,7516
1236,6864
7057,2524
3962,8496
4314,6035
1425,1530
3402,8797
7775,682
6696,8428
423,9636
7523,883
7378,6011
7645,5551
1345,9256
9842,8967
1109,509
6484,2346
7374,3541
4870,1337
2038,9184
7372,3463
715,774
2260,8491
1456,8957
6919,1880
8593,4443
2763,5971
455,409
1523,1800
9666,1365
768,776
1875,7253
3122,9249
795,7993
586,2834
7178,7959
6298,7894
8733,8559
6385,190
7516,3305
2070,6110
7748,4834
2082,8204
5244,3605
4,4910
4971,773
5686,6846
8027,8809
6096,8822
6802,6683
1656,3981
4642,7954
1875,3376
6514,8261
3566,4030
1566,5637
140,9315
472,2222
7519,5716
5828,7524
627,799
8298,6314
7645,6325
5123,3742
5147,1926
425,6804
5907,5067
4759,7783
8443,1273
6044,2010
5304,7611
7648,5445
6926,8120
7668,4446
3837,3496
1971,4464
4295,269
778,1941
6595,5902
5683,1743
7828,6109
8547,3736
1177,3307
1519,9621
4580,7563
1632,9884
5174,9280
5330,2101
7401,2998
6548,1239
6494,8520
5703,790
8789,6482
2731,5385
2384,8415
7128,213
4525,5675
3949,5702
8982,5468
5323,3563
3032,6955
3448,8207
6236,8778
308,3637
1776,6857
4876,8271
5377,580
9061,4167
7062,1793
9552,9447
208,6680
9660,4734
2356,3610
436,1339
9079,5760
4902,2111
2715,8351
318,8952
7130,627
2590,8906
7484,7466
7178,2862
8047,6239
7029,5110
8032,6581
4557,8241
3261,4218
2975,5618
7828,3411
6957,6907
9172,1859
9019,1888
211,9337
840,7341
9965,3430
6248,7449
897,3426
312,8944
9665,7341
4055,7698
3922,8613
5939,7184
2831,8914
2802,660
2326,9760
7568,1498
1619,6587
3386,1831
5925,4226
9172,5890
7657,5420
3340,8554
8847,3652
7499,8512
993,1554
6210,4916
168,2150
2101,2999
1064,4904
3660,3391
4664,1228
4889,6284
7815,8276
8115,3740
2503,7288
9631,160
2709,2971
8715,1556
6624,6214
68,7618
7769,6279
2535,7937
8429,4637
937,9494
9541,4597
2885,4206
5826,7775
490,3641
6051,8606
7382,8554
5894,7014
8715,8603
9986,7430
160,6610
3645,229
4229,1415
6508,6764
9353,4938
1401,291
4432,943
4889,7318
5149,715
5093,5640
4357,1145
4246,1739
9700,141
8754,8415
8745,8740
5846,8905
5350,9492
9134,9580
908,5643
6344,261
582,7746
552,5014
8689,5442
2333,3838
6157,7426
9478,514
8571,3725
2254,8271
3866,1008
6687,2612
9748,2534
1517,5099
2026,652
4679,2934
6296,1024
3196,6878
8770,3749
1892,7459
9191,4225
1298,5348
1652,777
5863,224
4502,8117
8495,8369
9125,5183
982,8873
7717,2499
3973,9744
3152,8652
2679,9448
9676,5876
6326,8447
9625,8219
5906,8817
2445,7205
4166,4098
7982,29
4322,2485
8146,2818
855,7271
8002,1837
6145,5719
4337,118
5464,7489
8771,8143
6938,8447
4019,3265
6894,3645
1485,2801
2462,3931
6,6628
8029,7989
6658,2352
475,4804
5170,1330
2076,3173
3167,8222
8892,7505
8340,4356
4994,7111
2500,1933
5559,6520
5199,2454
165,6684
5255,2627
616,5262
9256,8646
3252,5914
998,3727
719,6169
5057,2796
9342,8225
1018,8235
5730,9359
2592,725
6470,5092
2659,2030
1612,7858
4484,1778
4543,9740
4406,5159
5003,3663
3805,8255
9577,4803
1983,297
973,7040
3093,315
5266,4112
8551,997
3471,1143
1722,9942
6236,4382
1972,7848
2240,6457
9627,6783
6198,4033
1943,1201
7696,5748
9457,7274
552,1440
7572,1525
8480,665
1841,3747
4778,392
4744,8249
1536,6466
8191,7772
848,164
5621,3089
6621,5248
9873,2819
9282,1816
4021,6978
7564,3478
4253,8117
4918,1825
9643,3399
2491,1485
7146,7269
1878,1890
5518,3414
8357,3710
1186,9206
3874,6807
2296,496
2056,2169
3316,1338
3985,7337
8317,1550
816,2570
9667,5734
4396,9311
9133,6887
796,6280
4157,2674
8170,9675
6088,6528
3386,7274
5735,7261
4082,8031
7758,6138
200,1074
7476,4186
8412,5793
5736,9229
8364,5404
4963,2760
4715,4097
9647,5511
377,3804
8185,8548
3480,4274
5076,6867
1548,812
4129,5631
8843,1887
1769,9043
2962,9246
3229,1375
5040,8966
604,3405
4370,5567
6165,9085
9665,5813
4597,43
9618,2782
8591,3099
7056,3668
9966,8605
4480,4095
4237,3324
5983,6007
2367,8945
5253,5597
320,294
4563,925
3699,8934
6493,9865
8019,6158
5678,2617
6201,5297
5399,4793
8396,2456
8461,8363
1062,2942
2459,5299
6266,8442
1306,8634
7388,6560
4231,7709
6855,8795
8634,554
7730,5127
420,5750
1285,6099
8367,7487
1396,3767
2280,9793
6224,742
8157,7286
3684,617
2586,9951
9059,3892
8585,6448
453,2817
4157,7308
1613,2791
7863,9343
7918,8283
5093,9203
4383,3460
6690,5779
7228,8971
5573,3452
9713,3730
738,3398
4347,3324
3349,3407
7217,1934
9855,7671
4752,4013
4980,6365
6804,2843
5709,4722
1127,802
3926,5510
4263,617
1290,1491
9588,6863
4943,9302
594,5682
2700,4942
9007,6049
8350,6225
7984,8206
3896,2736
2219,8876
9102,9023
1720,4811
3746,2847
5614,7673
8357,9878
8290,9647
1369,7879
6511,6313
7181,7106
1995,9882
2048,1003
5931,398
7228,3915
8604,1125
6652,824
1,5755
9848,1722
566,3594
4569,6181
1267,2927
6059,9558
2575,7429
7438,9087
3743,4619
6193,5739
4502,8241
6742,433
8640,3970
4349,7245
5096,1002
8069,5097
6757,7917
6820,7324
1512,1389
3506,2780
4317,9565
2338,6892
6995,9776
5979,738
4396,2172
6477,8898
414,3220
9332,9055
7190,3682
6300,2286
4684,4370
7384,1442
2288,4204
8766,3800
5594,2272
6580,9911
1838,8919
6804,8833
8696,2784
9572,3093
4957,6049
1992,5371
9269,1324
4426,6460
5006,727
8747,9691
5098,6132
1133,7386
337,9899
1187,5931
2172,7767
5843,4010
6687,2647
2844,5383
5431,2416
8476,388
8466,469
5760,7735
1793,187
4196,6800
915,2943
6491,6013
9076,7624
3399,9413
7524,4587
5345,9697
