100 7
3221,9601,7600,4307,9405,5207,2254
2912,7324,6617,3876,8390,8920,4489
1314,9920,584,8565,9142,2130,9251
9574,8260,730,1710,7419,4129,1318
3772,9870,6990,6994,9471,4591,1301
8877,9798,3555,1789,7122,173,5666
5513,9094,156,6828,9014,740,5393
8157,2871,4645,7731,1131,5376,9441
8551,9505,760,2323,9375,7751,9318
8847,2342,619,7724,2140,4175,9514
9263,4348,5180,4776,3443,5336,1605
2457,6077,6999,614,8949,1644,8346
81,7020,7788,8632,6525,8548,956
5900,6299,274,4748,8641,893,2472
782,5069,1986,45,9417,7167,4822
2860,2504,6427,5318,8581,3426,5933
7531,5071,4279,7612,2091,2068,6244
8617,616,7200,4517,6915,7474,9266
5557,8368,1738,6339,3437,3724,6385
2855,891,1208,5716,3395,7636,1034
1977,1062,6968,9508,6133,1248,7121
8225,3316,3365,6842,3932,566,1360
848,8041,626,6405,6409,2364,2745
9847,6089,9131,2702,6981,339,8418
377,7976,9453,2354,9039,6422,1863
5173,7670,8984,3398,987,2350,240
4920,2916,1601,5768,957,2227,2174
7367,4592,4920,7214,682,4051,9917
7663,4391,8336,8040,2367,7790,395
1406,4212,2259,6579,1883,1244,9978
2870,3594,219,7790,6511,1820,3558
7469,4048,5733,4836,8641,653,2051
9323,4705,1968,6986,9096,305,5027
1464,8095,5422,2871,2307,7682,9451
4190,8926,9429,7061,2520,9649,4851
9031,1469,8410,6500,5518,4143,1337
4159,4796,3388,3482,9501,5357,469
8598,5662,5496,63,3758,919,2934
6065,8601,2386,256,7527,1816,7317
48,1465,2168,9080,2934,578,5580
8453,4722,6918,2612,9518,307,6095
9020,5664,6564,7619,1327,2061,7683
5085,2980,618,1151,1582,3004,1407
9110,4820,8725,9158,6285,893,8238
9220,1472,3819,7673,6194,738,285
5713,1045,6381,4734,6710,2945,2354
8038,5007,37,3123,7987,655,4275
9570,3659,5683,8680,8480,4408,7839
4765,5302,6078,3985,6775,9897,1659
2970,635,1945,8683,1681,8326,3418
8391,1272,5772,6429,6279,5809,9553
4266,6464,3829,3837,124,9512,2518
8604,3921,357,3370,9223,6435,7355
5998,6333,9014,8968,6969,959,7652
8650,9286,1070,7042,558,6843,3471
6837,2652,3025,1104,9117,6854,4941
9242,6367,7459,7847,288,7817,1217
9511,4252,8573,5510,586,7587,4479
7556,8547,2132,6206,7834,3203,3249
8392,46,6721,5229,2698,9746,6333
1816,6601,1275,1058,2968,8734,8906
3256,6551,123,2768,804,8696,8278
1390,6284,2758,8946,4831,4890,5153
2665,8093,8402,1058,8140,5123,6287
838,4870,2621,2655,1471,3896,3714
4439,2630,2620,7695,9182,2743,463
9986,1439,8742,1377,7723,1500,323
2555,6391,5477,5221,4485,3880,6279
2625,9003,2567,3464,3874,5188,6120
5345,9084,9834,9784,1714,2455,7480
897,5198,7944,883,6638,6686,2260
4362,8187,2584,6918,4579,8061,2140
9064,1941,8420,1690,945,987,5155
4820,6176,1275,165,5260,1110,9950
6975,3565,7431,7872,8764,5375,8755
5403,2061,1016,9765,248,3600,6684
4827,1662,8824,3892,3603,7245,5583
4549,8232,738,9369,4408,2013,9535
9669,3123,9485,6645,6688,6917,4517
5452,2292,3273,856,4353,4289,621
4602,7890,7306,9430,9552,6130,3323
3156,3376,8906,7706,1608,9644,7075
6017,1657,6611,5687,4781,6096,2332
1470,3013,6849,6923,5306,123,7779
9659,4413,8400,4262,2303,5707,3693
1855,1837,7016,5012,5213,5922,2718
6822,5567,9794,2840,7225,6405,8527
2006,2502,860,3476,5516,7710,399
822,7833,8178,482,2246,6579,4744
4549,2286,8438,6405,4124,5454,1418
9338,1377,4136,6161,6944,3930,9001
4169,336,7529,6176,2838,8390,9652
8354,6100,51,9177,3933,8230,9659
6179,4809,4404,729,7096,2842,7135
1220,8297,8553,558,9674,2689,6719
6619,6620,5721,788,6956,3251,6964
9795,1641,6617,8150,7742,6669,7327
1675,4899,6986,7855,9709,1391,8585
6805,4233,5720,8025,2530,4274,8584
2205,6964,5304,8824,3584,1026,9613
