100 2
4325,7124
4380,5439
2637,7146
5950,3158
3034,7907
5447,4258
6871,4490
976,9064
6439,3231
8550,1670
4151,6053
3466,6097
2222,8603
5612,2963
4401,5993
3591,4770
8907,2143
2277,7104
5854,3237
6649,2191
7821,2754
5683,4615
7172,2775
5458,3827
7385,1783
2260,8275
7736,2659
5111,3349
5343,3611
3846,5284
6881,1902
5596,4847
3105,6958
3317,7193
7494,1368
9262,526
3875,7783
9881,721
6264,2808
7444,2006
4162,5698
2244,7197
4230,5673
6639,2156
3272,6404
1663,8463
3452,5581
4475,5338
5181,3892
9511,609
9561,378
1237,7768
9165,1470
279,9515
4297,5797
6863,2466
4731,7502
7601,1139
5647,4703
2960,7630
5024,4336
7220,2861
8507,1876
1271,9142
6354,4154
3151,6942
4804,4492
5024,4887
3134,7792
8065,3456
126,9292
773,8377
5589,4588
2383,8714
2770,6151
9489,572
5499,3341
4034,5831
7324,3065
4303,4843
7471,2749
2752,5279
3568,6840
5155,5294
3125,5860
4752,5827
7376,2920
4501,5901
5265,4523
9631,329
9356,1040
4948,4372
4378,5233
3307,6696
7035,3299
1918,6083
9018,1032
3299,7863
3740,6817
8279,2037
