500 6
3080,6568,4766,4093,5305,5718
7583,8086,7714,6291,8106,7268
5175,4958,6267,7026,4067,5294
2651,5157,2919,4371,3786,2639
5372,3353,4810,3169,3466,3666
3903,4330,6534,6037,3858,7561
5909,6260,5620,4493,5079,7646
5606,6294,5278,7149,6015,6716
3939,1865,4199,2339,3935,3598
7673,6958,6342,6128,6998,5258
6757,5569,6735,5555,6549,5756
7015,4240,7063,4855,7176,3538
4646,6054,5833,3749,7257,2911
5603,5933,6755,4783,7006,4577
6732,5048,5759,4413,5858,3670
5010,5050,7539,5380,7097,6009
5556,5033,5251,8203,2379,5786
3499,4737,3947,3260,4602,3688
3673,5811,4176,3572,3966,4380
2670,5005,4383,3782,4439,3369
6214,4952,4210,4547,5953,2760
6014,4495,4871,7462,5942,5440
4085,4896,5493,5580,3668,5662
4269,2924,3881,2960,3252,4308
2580,3600,3317,3969,3902,2962
5430,6710,6098,5592,6881,5614
3742,4798,5587,4347,4690,5183
4686,3250,4850,5632,3106,5084
6369,3418,6812,4708,4566,4438
4943,1718,5118,4267,2693,3422
2206,1921,3576,1671,2065,2835
4527,3727,5193,3462,3653,4678
4741,4043,6868,5473,6719,4803
6162,4722,4935,4265,3083,3995
2924,2240,2270,2135,2386,3255
5458,3151,5415,5925,4376,5680
4307,4772,6209,4466,4836,6780
7088,4130,5613,4491,6040,5165
3049,4618,2298,3830,2819,2638
4621,5491,6859,4078,6049,4824
3037,5410,6573,5089,3602,8261
7223,6720,7111,6179,8031,6035
8389,6201,7227,5682,8169,6678
3218,1888,3780,2069,4379,2055
4119,6107,6451,5137,3918,8236
5647,6448,5345,5082,7503,3178
5693,3384,6180,2954,4539,4619
7043,6797,7665,7235,6732,8416
5083,5488,4999,4631,6190,4017
6172,7310,5674,6414,5958,6600
6551,2758,6494,5756,3653,5920
4314,5277,6781,6057,5394,7649
5187,2921,5116,4287,3573,3547
4264,4535,4853,4243,2871,7318
7233,6015,5365,5294,6657,6203
4905,5191,5496,3887,3499,6420
8090,1704,4357,5366,4396,4903
1938,3967,3657,3151,3926,3334
6393,5212,6490,5255,4323,6015
3992,4591,5716,4620,5296,4292
5154,4235,4982,5705,5590,5541
1310,2644,2535,1995,2150,2224
7350,3273,5281,4668,3805,4127
3792,6280,3507,5471,3299,6336
5601,3760,4211,5673,4021,4748
6794,6437,7139,5788,6928,6070
5465,4073,5982,7355,5299,4853
4829,5773,5650,4587,6623,5221
5115,5391,6502,3218,7287,5090
4395,6753,3716,7052,5248,5517
2942,4522,1361,2082,4069,2331
4513,3806,2201,4304,3650,3551
3349,3584,4789,4248,4788,2752
4546,3872,6345,5945,6095,6411
7275,8627,8904,6712,9075,7310
7014,7017,6618,6176,5569,5030
3610,3124,3795,3475,4840,3858
4997,6165,3991,3938,4755,3742
6567,5772,6666,4191,7017,5197
6647,6071,5699,4902,5826,7509
7556,6446,6982,7301,5278,6983
3360,5791,4987,3797,4126,4750
3742,5208,5313,3744,2481,5291
4436,5325,3752,5222,4345,6235
4970,6665,4381,6604,7145,5085
5452,5858,7717,7158,3818,8395
5625,5721,6485,6528,5820,6738
6222,6371,4129,4274,7411,3178
3569,6137,5335,5622,4168,5333
6885,6446,6107,8129,4336,6824
4724,3984,1995,4985,2052,3919
2846,4601,3976,4169,4965,4283
2382,1132,2809,1609,2361,2340
6559,7196,4646,5577,7455,4803
7778,8073,6790,7063,6728,7505
5262,2748,3150,4372,4425,4772
3501,2874,3237,3864,3683,3691
3219,3914,5626,2725,4191,7712
7744,7256,7481,7558,7636,7327
5181,6536,6361,5932,7367,4416
5404,7025,4443,5769,6452,5837
3614,6323,3768,4018,4483,4726
3255,3268,3895,3681,5206,5116
6385,6819,5395,7547,7472,6152
4191,2414,4397,3548,4494,3735
5728,4545,6909,4163,2556,7346
4929,3375,5494,6467,4882,8341
4598,6379,5332,8102,4659,6816
5849,7070,6369,5003,5588,6275
5745,3181,5194,4286,4280,4362
3279,6400,3822,4523,7098,2016
4605,6251,5355,5012,6231,5645
4723,5722,3794,5398,3619,4670
6053,6721,6963,5589,7200,7981
5722,5191,4321,5327,3994,4053
7810,4860,6411,4099,6776,4317
3964,3898,4020,3527,3252,4223
3670,2668,3339,4017,2662,3681
2903,2473,3003,2254,2569,3293
5345,5521,4488,5451,5942,5736
5227,5429,5685,6753,4202,6408
6025,7550,4559,6042,5388,5582
2864,3518,3809,3188,3581,3744
2309,1237,2473,2266,1494,1682
6453,4864,6425,6965,5617,6319
