1000 3
9414,2916,8308
8791,1760,1200
2274,6997,9403
5351,3661,977
6759,6958,7669
4806,6963,9304
5361,4829,3303
3525,5768,4614
4265,9538,2524
295,5779,148
2578,5193,3064
887,3985,4824
2087,6259,1822
1491,1611,5483
2468,8371,2441
137,3178,9405
9441,8540,4235
2744,2065,3
7359,6330,9541
9883,6626,5320
32,9205,514
3096,92,4500
7921,2180,759
9743,3672,2371
5227,6140,742
7669,6278,3921
7075,5720,2461
1310,8465,4526
1313,5824,857
855,5708,7483
6176,5740,6688
6691,8837,6781
1191,6758,8962
1951,6502,2634
4322,1729,8775
5065,9399,5054
8987,6474,774
1448,7784,9239
5974,9097,5064
6831,9953,772
4315,6129,6512
1004,2820,5349
7786,4011,2108
6748,5962,8610
9383,285,340
8159,5351,9739
3213,4338,6213
3988,5786,3998
3228,1761,3096
8292,8593,3049
9065,2908,9178
5578,3912,1999
928,1698,6010
3036,8447,1973
1647,7831,2259
1987,5990,7611
1727,9204,1949
7941,3192,7736
1939,6420,9498
5035,4713,8091
8085,3779,999
7263,9357,4912
9263,285,6611
5274,3322,5059
7247,4969,2890
9507,6957,8880
7118,8684,8085
9068,6626,1277
6805,8565,7698
6303,3601,2412
4394,1686,6191
5394,8950,5548
307,8213,5834
6918,3487,9156
1978,735,4125
4868,243,1082
3749,7362,9767
1834,6430,6393
3111,3235,4959
810,9538,8561
3222,3933,247
9413,9327,9198
4962,9635,7412
796,6554,899
9952,8532,1635
4078,3400,1878
5161,7149,9240
4928,8984,5671
1322,2095,8907
6282,2906,8445
4843,6128,2379
5091,5541,1707
4290,504,1342
1702,1300,7896
2601,1253,6428
4237,5331,9829
6115,492,6979
5356,5421,5963
1027,6744,8059
9934,3026,965
8380,7869,7093
760,2961,2635
2467,7251,3139
3810,8953,4440
1706,1555,5693
8135,5792,1025
7965,1907,1518
4944,7264,6940
907,8291,3684
8966,8226,6710
9932,6606,4580
7025,7367,7541
9661,9834,4793
2801,3644,3746
7241,5351,5302
2935,3487,1094
3961,1452,3002
5479,6396,266
2419,7303,8558
6104,6270,6784
2814,6202,3391
7394,3228,758
4936,2889,593
9729,5690,4237
3476,2932,9589
8778,5868,3076
9873,9829,4528
2875,5309,924
3141,7729,8228
1700,3833,4498
8484,6647,701
1876,4042,3929
2635,8979,6819
3228,8709,2509
7465,2186,5442
7055,964,1310
131,837,1140
4659,3713,6449
5584,6855,4179
3812,8555,8012
8311,7039,4660
9012,8916,8703
2942,1551,7682
9761,4779,6392
2271,2245,8578
7713,9300,9543
9024,9432,381
164,4092,4094
6614,9676,949
793,3488,9504
8805,1800,6544
3466,812,5461
2169,3754,7012
9852,3516,1792
6244,5787,4037
4823,3501,3338
4366,2525,2771
4747,2689,6863
8841,9304,6539
9791,97,28
9296,8903,1828
5840,2369,2641
1301,4539,6396
8314,4391,9912
106,636,5699
4144,5459,9200
7483,9825,1726
254,4573,4416
7117,3415,3720
3656,3206,3817
3684,2502,2721
5513,8343,5091
8154,9645,9630
4550,7959,4022
4462,8066,4658
162,2210,118
9363,9693,9944
1089,9947,4517
5506,7065,7933
9226,722,1139
3044,4406,3642
5765,9920,1986
856,8074,1631
487,2624,9591
4510,7087,7657
9169,7250,9867
9287,6614,9561
9231,7703,9509
3749,3210,6574
1682,2436,7296
2822,5480,1703
6465,1246,1623
8451,2103,9697
83,2591,2322
9674,7101,9410
7331,6270,6661
7199,5557,3275
6760,4789,979
6269,8539,4189
2844,222,6625
141,3044,2106
1844,9510,3352
3468,7961,5456
3166,8045,8047
5489,7719,5148
4899,5050,1419
1560,2250,6976
4835,9010,1766
5814,5280,305
3,8125,527
6629,8266,3572
8735,111,3082
2088,3579,1044
7544,6745,9089
5592,2234,6809
741,7134,1860
2160,8695,4110
9137,3531,3121
903,9346,8401
1209,9350,6526
1737,5979,4793
5309,4715,4904
8392,6803,8484
9437,4348,5229
8526,9941,7464
5335,682,4599
7196,2843,3294
1306,1980,6826
4427,2884,6172
2829,4093,5522
9356,5831,1502
4149,1140,6217
9053,9533,3021
7537,8970,7370
2767,7497,7311
232,2833,7993
4831,29,837
8126,1335,2817
4953,5763,5701
1125,8592,9795
6648,7948,5626
8150,2097,6767
4368,1151,6301
7389,8689,5271
4759,1457,2769
2071,1689,5602
65,6521,5632
902,4648,6968
3719,9601,2731
9421,726,1323
9216,7375,9271
4843,5525,1369
1610,9893,2521
7911,7283,1210
3183,2042,2667
5952,4113,4357
1555,4178,878
7188,5080,5527
4156,8800,5128
6887,8221,5855
8211,7438,3230
7483,2281,8756
8852,3892,8649
1373,1804,5932
2583,4987,7975
5251,940,2089
9608,2496,6268
487,9684,1349
6014,3840,149
1143,727,8371
6998,8939,5810
228,6422,8091
8984,5274,1984
7634,6648,3788
3567,9232,8775
1543,4483,9716
3632,4092,2212
9901,4580,1896
1250,595,5736
1400,1738,6464
9772,8736,5403
5582,8965,1825
3674,7950,7100
5658,5585,3748
9446,9153,2980
8222,696,7464
7938,4329,1557
150,4230,6137
2046,5481,6732
7783,6882,8470
4247,6654,7207
9651,2236,6173
1477,5911,4123
8578,1569,9709
2327,1015,8862
5308,9238,9558
2772,7176,3888
4330,7326,8118
467,9373,3600
7200,7156,482
5671,1404,7137
2878,1056,9373
9052,2534,5285
3175,1112,6854
2885,3439,7870
1747,8747,7108
1306,1520,4284
5194,5850,1611
3313,6318,985
6914,3518,8142
7396,9189,9547
4533,2068,603
3907,1120,3137
9192,4296,4250
6047,7181,7689
3917,8929,6437
1026,236,7957
5311,5431,3808
6923,8744,126
7908,5659,3645
6050,3055,2834
5598,7589,4903
6202,1497,6023
9340,690,320
3590,6737,7501
1280,655,6431
7717,1681,6667
5675,6992,2098
9484,3915,843
9611,1824,6502
3256,7875,9558
6091,3473,7148
994,9675,8645
7017,9015,9336
7337,2605,6073
4839,3886,6729
1271,1604,8410
7938,7280,5403
37,6764,9319
880,6375,1143
7383,9631,9018
6941,5722,2491
4090,6716,2167
2735,3734,1182
2072,1072,3788
8145,5912,7674
4875,7183,9278
3285,5121,6558
8689,5159,3323
8008,6039,9698
9151,3422,9330
8169,364,5052
661,4454,1769
2828,7190,5504
4011,9262,6577
7799,7408,2489
5474,2283,9672
4752,5569,4794
1311,4258,9953
4634,2266,5993
4333,1417,9416
3663,9587,9781
8716,249,4236
486,3077,1426
5991,7088,689
2568,4888,8097
5058,362,381
4731,5115,5950
9526,6427,209
9480,1062,2475
5473,5395,3893
4890,9059,3481
4671,7776,3730
8907,8263,6808
334,4254,3897
1024,6823,8786
9122,1881,9148
9503,6612,4264
5454,6138,691
5663,5618,1753
8139,1092,7149
2033,5983,6208
5515,654,3985
9246,9562,2248
6054,9897,6502
9952,921,3325
8738,43,5207
7886,9547,1819
2151,5002,7958
2842,666,3577
4596,8805,4669
1745,839,652
7954,6354,1307
1939,5601,870
4187,1655,768
690,1608,1689
4016,346,1733
9223,8233,1281
1043,384,6283
9001,3227,6949
2579,7823,5755
7249,9568,6595
7901,7522,2950
9209,9462,8551
80,3650,206
848,4341,1815
2538,8357,2161
4271,7581,395
5553,8624,779
1836,7626,4006
8786,205,1830
4542,7454,1398
1137,5356,8921
4087,4566,8383
2638,4646,2033
2845,5494,6374
4660,8032,4732
6822,2304,2313
7217,7857,938
7997,9694,8564
2004,8481,8770
3834,3023,6225
5232,4160,1582
4154,8247,6148
2537,886,794
4571,3731,6289
945,8392,4322
5678,5214,6626
7991,2431,4484
8930,429,4179
7494,2433,2660
6265,6267,5683
2490,1500,9844
4073,5654,8092
221,8192,8978
1016,2763,2709
7305,3709,1101
1628,9387,6316
8255,7379,8748
2739,6309,9177
6919,3804,1611
9579,70,7879
5263,2560,9379
5107,6634,5034
3200,6855,3227
2178,7871,5990
4888,5177,9700
5990,6806,9087
2306,5061,6467
1054,7800,2776
232,4719,6581
1843,4299,6651
9722,9562,9212
9102,4670,5846
4137,7870,2701
7364,49,573
3355,4937,5751
3055,927,2557
2143,3234,7618
8610,4289,5419
1387,4522,139
7968,6365,4438
4619,6088,4001
3832,5191,8672
9678,9328,6543
2380,6692,6592
2954,47,1529
8705,3103,2457
1263,5246,5692
8882,3856,9982
4302,5244,4504
4441,3212,870
8880,7832,6958
2882,1664,2149
1554,1342,1477
8097,3722,8170
4690,6676,8218
6220,5382,1321
8678,6646,6568
4370,5528,425
4352,9831,5669
8857,4272,8881
9727,3153,6714
6685,6035,8378
8835,7590,9721
313,5688,3444
8484,378,120
6703,6599,5503
8025,5277,2149
4593,9647,7678
5018,4000,7509
687,2858,1782
9569,2585,4935
6283,9271,971
4661,8107,8562
4383,8420,4251
7827,6904,4630
7948,3607,1229
3451,1632,6506
5601,6226,6154
3279,1244,155
789,1932,3013
2571,1501,5598
7507,7785,4870
8479,2446,2977
7042,6829,1397
1293,4657,8302
5923,2605,1910
7153,6056,3543
3659,1658,9770
9814,4937,1014
9969,5727,2947
2982,8299,4448
8581,5807,2233
3451,4286,4680
6428,1329,1510
7826,2622,6167
6129,8546,8772
8040,5699,4829
1583,9359,6487
1354,9173,1425
2368,9142,7153
5316,2125,5452
9765,706,1259
1999,4157,5546
6679,586,6875
8190,8413,9497
4358,4542,8044
3131,2582,3744
7960,4166,3103
4448,5520,2277
5873,7889,1420
3026,3205,3545
8479,2971,4252
9738,4970,8410
5284,1649,8996
2159,9840,7410
1657,4199,1952
9701,7330,4535
3445,5291,8702
6549,9739,4223
8826,5613,2112
247,8640,5318
3792,7119,8289
8044,6858,3260
6455,2142,4909
5451,4302,4750
2861,5959,8949
4814,5661,6280
9350,9106,1571
8052,5656,1310
2275,4483,6924
4388,4730,5564
9707,8522,2684
7997,6567,9542
1257,3022,1684
6167,8474,5986
917,1336,1946
9867,6151,7607
6147,5501,6714
7718,3553,2370
9029,5829,6853
5953,217,1583
1518,9924,106
4202,7922,6674
3744,9179,9697
5429,5346,8171
1416,6263,9508
3362,6131,5659
970,2278,1161
7684,9996,4715
55,9026,544
6908,4979,762
8492,6498,687
8599,700,8609
5273,4444,7788
4970,9873,3134
3142,1290,9398
2650,4652,5529
8310,5623,7808
9472,3307,7805
4187,3363,6831
4732,271,1811
5494,8764,8309
6181,7363,9009
4791,2637,3454
2579,7608,3328
5714,750,4618
5113,3401,9271
643,1712,4894
8451,1184,8201
6256,5371,1565
3087,103,1836
4898,5598,601
3207,1780,7965
2217,6571,603
5671,9151,8211
8999,4866,8962
3617,9979,2363
2889,622,4075
7783,9074,5260
5985,5330,632
7550,8418,735
9387,3316,6334
9988,6524,8114
7954,8742,4686
8557,4413,3838
6769,3413,8704
5731,7031,8684
8094,9920,9307
2170,7703,8381
7431,3688,3711
8063,1239,2129
8799,626,5446
5133,615,1971
3248,8569,713
7934,7127,5127
1773,3896,8541
477,9627,5572
9162,7722,5493
8469,9893,3196
6850,7324,6885
562,5387,8124
2692,4186,8750
8139,9320,9365
111,2568,7935
825,503,5062
5952,2276,8958
4494,2754,8586
66,1916,6308
5559,385,6201
8756,7236,3525
5641,7799,8913
3766,491,3099
2517,8631,2419
1882,8742,4988
9818,9567,5491
4880,5520,7768
3839,14,522
2426,81,2438
8734,5640,2824
4936,4397,61
8462,39,7860
7375,3805,8352
475,6322,6984
2895,8205,5726
7884,8024,5294
3376,2904,814
1144,6744,829
1666,9170,910
4105,7905,6551
6930,2842,948
6992,1305,987
4852,8681,4792
3205,9156,1115
189,2052,9321
5916,9936,7345
1211,3312,250
2025,4457,6994
2855,6124,6165
3765,230,4071
316,7160,6914
1264,4152,8219
2252,9005,6900
7045,2211,6056
8160,2401,8109
7481,8318,8046
4827,9529,1359
5077,1554,5816
2072,4410,1940
8238,8175,2170
2309,8491,9331
9223,9756,3484
7442,2008,2490
4342,9053,4701
399,7214,7102
8509,4696,5420
6555,9523,4949
7915,4600,6504
3731,6672,914
5672,4910,9090
7843,7220,7581
7174,6444,7338
659,3886,9346
3149,8229,8400
7850,8629,5615
4953,7139,311
373,3694,9834
5323,1610,4435
1828,5342,1107
2743,1014,6018
1833,8857,3238
9415,6032,9683
6754,6691,3569
6101,9840,1799
4501,7691,429
116,2644,7568
427,3018,1263
262,8342,2873
4697,170,8215
5805,2914,9230
1823,4748,8087
5062,4164,4120
4745,918,812
8315,7019,652
115,1520,8343
544,1637,988
8112,2065,4006
9376,2328,2348
2249,7025,2519
465,2831,5433
9695,4655,181
7783,9718,4345
1903,4464,5264
2715,2779,2283
3368,2895,3804
1711,3439,5441
2699,1552,7507
6706,929,9835
9054,3178,6861
1573,3643,9692
7007,3338,4347
7188,1122,4066
1534,3025,8530
6798,5741,1309
9082,9109,4205
2886,821,7645
8328,3520,9198
5836,227,127
5671,9281,3305
2533,854,6949
2226,7862,288
6574,5051,1410
640,6585,4436
9170,3384,177
480,2466,9286
4685,5353,107
2331,3681,3628
1529,9517,3855
1656,5189,3136
4962,7723,3991
1911,9949,1853
2200,6524,6904
3611,7164,3490
8047,6334,6875
8224,6815,9342
7510,1500,4695
7617,3831,8377
1246,5361,7894
5101,7017,3084
8237,1979,807
2229,3891,757
4083,6092,7281
987,9703,4445
4478,7750,780
1353,5975,7595
695,3485,9096
5390,1103,2928
3767,2349,8289
1662,7451,5307
4746,5689,7287
5554,7918,1178
6312,2001,7271
3593,2989,6974
8039,7467,4725
8819,8820,700
6415,9515,4186
5512,4906,5289
8440,8674,7639
6730,336,5091
2037,5083,780
9324,637,8699
503,6949,700
7774,543,3690
4749,8582,1157
9474,7402,9978
174,3818,9494
4360,9330,4400
9650,7771,3074
7290,4501,3411
2381,6539,8494
3161,5864,9132
1860,6367,6082
2561,4142,6626
6252,8892,5208
7410,8366,2611
7388,8541,6429
6882,2902,5759
1283,2553,3530
4358,9843,8032
7769,2225,4571
6264,5387,435
5396,7248,6803
1479,9810,946
8105,6062,9838
3314,3472,8205
5925,861,6747
2354,7743,9649
8114,9027,2202
1645,3385,2046
9677,1155,4272
4249,7419,9659
4685,2816,6907
1489,4295,6717
2435,2400,2779
2274,5714,6252
479,1640,7113
7226,3994,4857
6876,2109,3884
