4000 5
6277,5412,3849,7472,2958
2923,3766,7925,773,7202
2637,5166,9450,4740,5074
7152,2093,4793,4959,4737
9374,5971,3457,678,6137
7168,8865,1107,5122,4925
7796,1611,7210,3695,2826
4664,879,7094,718,6642
6687,5707,913,4051,7360
5803,5055,1994,6533,8130
2097,6412,7556,2179,3518
3369,5390,4120,3691,7765
5596,9095,5519,1415,2384
6207,4363,7411,2417,4794
9029,4814,4805,3493,6034
96,5353,7874,3200,9917
5522,3137,3744,8435,3246
972,8805,4972,1677,7347
277,7413,5818,8406,4697
8320,2313,1764,7410,6321
6638,4025,4965,672,7763
7667,5898,4046,751,4828
8076,3286,6082,5337,3231
8041,6569,3032,4882,6965
7428,5717,2817,9111,5002
5207,863,1876,3174,9883
6691,4608,9626,960,3385
8231,360,5872,3543,6795
2927,6203,2376,4332,8091
8106,2524,3147,2259,8815
7313,3603,5754,1460,5152
3557,562,9058,6940,3242
1807,7788,1765,6130,6568
8729,3008,8789,6193,2194
1673,7637,3701,8735,544
3980,2625,5521,3906,4089
1377,8572,1011,7126,7976
704,9787,5282,6102,4037
2354,2831,6896,4252,4355
3787,4581,5648,5517,2926
7337,5839,6621,2406,1116
5158,5872,3203,555,9635
802,8996,4962,7189,5222
5241,898,7861,4012,6363
6151,1126,8910,2963,6292
1313,9781,3413,7273,4243
4541,3429,5829,6646,6970
8404,2391,6311,6297,5219
4496,4099,7610,1818,3297
2094,5612,6969,4014,8676
4934,4031,5217,6674,365
3684,9741,2459,4313,4265
5362,7201,6497,3092,4224
7468,4686,2305,6964,2618
8885,1214,3189,5641,5769
3037,2956,7698,5040,2081
5499,4337,9585,5411,2082
8298,3344,284,8285,5408
5062,8144,8653,284,6598
7613,1450,2291,5501,6235
8521,3107,2648,7169,6826
9823,1701,4253,1953,6625
477,9428,6295,283,9449
3549,7544,1613,8285,5433
2657,6725,3730,9111,1084
5318,4390,4241,3435,8118
4968,4504,3263,6480,3799
4718,9667,4448,3625,653
2007,7945,2725,4341,6914
4271,351,8249,8481,3023
5543,9070,4012,5141,2026
4821,5619,9337,1916,8357
7415,8164,886,4728,7470
3398,8386,4420,5711,556
6769,2398,7139,5944,2136
5398,3496,6898,668,4454
3528,126,4574,9973,6270
1482,7200,6375,1117,9989
4893,7600,8413,5007,2390
2596,3737,4512,6418,8564
5874,3322,959,8209,5765
499,5997,8533,8434,3266
7109,1140,9707,3548,6048
6433,2206,8962,5189,181
4984,2231,4495,4836,5447
3709,8480,3607,2924,7447
2020,4682,8539,5258,6924
9313,1576,4829,6483,1624
5810,8637,5081,4236,3664
9738,5709,6460,1089,2638
3064,3019,9884,3064,6212
9283,3159,3057,7184,2628
7346,189,8253,6326,4677
2807,4671,9304,6484,1277
5779,2397,1192,6299,9285
9148,1242,4485,2479,6899
3106,1965,1958,9326,7412
3677,1409,5292,9608,8386
6005,4223,2697,7483,3791
9855,1721,4565,2378,2335
5947,4904,2153,5288,7874
5883,5617,4279,4322,4996
7681,4102,4142,3347,4028
4076,2900,3408,9676,7150
5499,5118,4939,7678,2312
9314,4214,5700,4475,115
6642,5852,7864,1550,1626
6826,8184,1732,2497,8410
3545,7012,7582,143,7527
4676,7266,6901,5935,892
7817,5682,2844,9,5367
5086,9405,127,2848,4289
9603,3368,3907,3010,6757
4213,4847,4160,4408,5713
5009,7497,5039,1521,7640
5515,1121,7183,2501,5573
8695,5926,281,4305,134
3033,4732,9316,1581,5836
3468,5517,2098,9881,4398
2420,9716,7134,2642,5579
8158,8209,2991,2411,4349
7944,3084,1077,8777,5235
3912,1840,5705,8501,4237
8935,1992,7952,660,6979
6453,9777,2102,6857,2882
3530,5570,4044,9607,2214
7729,2644,8993,4981,665
5419,6458,8909,4487,913
9573,967,2914,9535,530
4067,9990,866,2989,7875
3485,9077,1853,1395,6690
5187,4268,4170,6488,7974
6596,2370,9195,7432,236
3517,6812,554,7463,2820
4728,1192,8468,8092,4548
2580,7479,6626,5553,6447
7145,7040,8069,4592,550
137,8406,3316,3799,7639
5989,5642,5822,8341,2719
2999,5663,8346,325,8517
5648,5048,6158,3052,3079
4198,5469,2051,4760,4197
5217,5225,6890,3681,4579
