100 2
5429,6501
3110,4003
2739,1971
6944,7346
2568,1963
1767,3765
1127,5416
4551,4825
1492,2133
1865,4190
4189,1845
5058,3689
3618,4152
5721,8824
3204,2988
3773,3147
3575,4939
8055,6998
3284,5099
7784,7329
8891,7752
3772,5913
3907,4389
7309,6231
5068,5894
5167,2423
6135,6465
2103,3411
8601,8999
7954,7965
7037,7158
5090,6146
1994,3578
7376,5838
2398,1497
4686,9339
7164,4653
3293,3211
4546,3652
3492,4863
2104,2181
9285,8911
5832,8361
7352,4456
4053,2596
2587,726
5254,6716
8218,9032
5445,7461
4552,4134
5447,7862
2127,3638
4848,5342
6052,5756
6207,5517
2124,3117
8555,8993
6657,3289
3807,2162
2987,1237
6391,6419
2210,3264
6835,8237
5035,3610
4774,4022
5785,4338
6206,8489
2007,1326
3627,6638
6927,8388
7086,5721
1483,2031
3838,1933
3445,4762
4539,3492
6204,6174
2730,6367
4548,4124
8500,6750
9197,9083
7223,6795
5948,5071
5085,7372
4570,4261
6261,7831
5646,4988
6138,4862
1762,5046
4432,3883
3135,3797
3397,5328
4369,4158
1580,2815
2719,4635
6464,4621
4861,6517
2365,4430
4834,7053
3935,1871
5401,5953
