4000 4
5447,6885,7173,7316
3565,2893,3223,4645
3838,4845,4357,3340
4266,3369,4513,3326
5132,4401,2276,4860
4765,7713,6481,4822
8088,8574,8449,8740
4329,5753,6075,6078
5924,5456,6905,5959
3898,5788,6114,6133
3919,4796,2964,5571
8546,5410,6885,6641
4785,3772,5173,5378
2647,1955,2529,1687
5827,3252,5638,3216
4583,2970,2980,6682
3819,6443,5655,4666
4444,3376,3265,3396
5089,4173,2338,2945
5964,6347,6962,6582
6732,7328,7562,7415
2870,3901,3491,2605
4006,7180,4438,6516
4271,3445,4731,3768
3053,6104,3559,4808
7801,8211,8121,7139
3245,3617,2801,3726
4673,6902,2293,6793
5434,6377,3951,6337
5677,6037,5928,5849
5550,3773,6232,5669
6077,5854,5988,6376
4559,3913,5202,5811
5431,7576,6667,4868
4719,5199,4840,3020
2095,6151,3960,5320
3185,5560,5462,5447
7321,5484,6524,4657
4616,6316,5009,3563
8619,5686,7542,6904
5168,4795,3284,3958
6770,6080,6236,6296
4128,4784,2639,4155
4623,5743,5233,5133
6742,5032,6083,9126
4489,4517,5496,2048
2974,1736,3010,2291
8533,8093,8734,8854
7462,7807,7045,7769
4887,6124,2937,4316
5327,7133,5869,6433
7811,3549,5630,5114
6594,6321,7727,6185
3518,3515,2488,4258
3118,3422,4632,3878
3327,5310,3262,4647
4087,4547,5907,7340
7075,8563,8050,7011
3424,3755,4027,4279
6008,5838,6747,6272
6622,6894,5143,5990
2923,4481,4269,4106
3267,2730,4953,5735
4447,4905,3276,5177
5185,6293,6156,3288
3605,5692,3377,5840
8021,5569,4298,5750
5244,7557,6635,7089
2083,4182,3287,4766
3078,4744,2910,2800
6909,7725,7034,7082
2770,3323,2630,3397
7036,5930,6429,5108
2763,4879,4343,5463
3341,1723,3170,1919
4749,6572,3995,5155
2669,2497,3754,3964
1754,3174,2081,2090
6479,6741,6653,6930
5511,4161,4538,5633
3008,2077,1298,2074
6154,6853,6637,6182
8250,6577,6627,7095
4723,1582,3924,2317
6128,7119,6617,4690
3823,4287,5607,4702
4492,5874,4947,4841
5818,2705,6930,4893
7380,6279,7435,5940
5948,2751,4621,6975
8974,3509,5654,5453
5147,3859,4771,5015
2011,2096,1932,2532
8060,7988,7792,8224
4419,6618,5930,7721
3475,6550,3939,7541
4989,5614,6123,6583
2250,4269,3375,3964
3258,5156,3734,3824
5310,3825,6226,5863
5292,4304,4847,4729
6478,5325,5403,5686
5811,7902,5274,6580
8052,7087,7884,6945
5584,6241,5505,6404
7444,6985,7756,7002
3393,4037,3630,3468
4211,3286,6079,5291
7039,4487,5411,3222
3739,2946,3449,5228
5313,5088,3979,7383
6420,3365,4211,7853
5990,7043,7429,6329
5143,5585,7060,5885
3990,5816,3882,3787
5044,4397,5394,6609
5378,4713,2896,6132
8505,5735,7605,5191
3670,2759,2869,3632
7176,8960,8436,8525
6863,4876,5352,7417
3499,4489,4592,3530
7726,7225,7034,7168
6879,5651,6013,6181
7013,7179,7535,7529
5773,7472,8724,7362
8492,7946,8885,8183
1253,913,1963,1690
6057,6422,7479,5443
1190,2689,3060,2319
5341,4850,4498,4183
2176,3378,4643,3908
4138,4678,4879,7845
4455,4192,4384,6350
6357,6836,5272,6608
4457,6161,3590,4761
3940,5360,6401,3917
5168,5682,5619,6152
2867,3226,3080,2706
5809,4551,4332,2932
5509,4529,5824,5169
7200,3014,4944,3492
6330,4404,7495,4318
6690,3911,5499,7577
2539,4060,3086,4438
5999,2885,5506,6469
7129,5884,5528,6221
4354,4477,3083,4389
3190,6325,4951,6272
6568,5817,5019,4222
4635,4639,4245,6081
5908,6638,6333,7770
2175,3242,4509,2094
6956,7907,6479,6703
8227,6354,6784,4112
1961,1707,2082,2352
6413,5194,4566,6828
2203,4712,3763,3987
5847,6802,3610,5928
6695,6078,5473,6752
7553,6446,7178,5589
6777,7984,8149,6432
5110,7059,4453,5494
6621,5922,4657,3478
3219,5498,4869,8809
5477,7573,5985,7125
7433,6280,6670,6620
3702,6524,5821,4116
5773,5146,3710,5966
4701,5567,6210,7534
3697,4151,2974,4299
7345,7380,7297,8022
2460,3699,2590,6731
7834,4464,7466,5757
896,2711,2282,2693
2501,2175,1857,1967
5183,6955,7920,5791
3163,3797,2076,3238
3036,5378,1835,6587
5270,5514,5854,5742
4520,4048,4932,6105
6458,6555,6061,3842
5596,3278,4508,5355
4913,2679,5672,4528
5970,6758,6140,4815
3283,4601,3173,4949
4646,3051,5766,5195
5203,3543,3994,6267
6279,6647,5587,7072
6512,5612,4348,3697
7626,5566,7777,6330
6063,5044,6857,5609
4072,6283,4155,5950
6680,5663,7173,6787
3145,3000,2362,1882
6569,2291,5115,3802
2440,1637,2140,2479
7062,7881,6084,7413
4263,4121,3572,2542
7769,7609,6360,7233
4312,3463,3788,2870
3427,5323,3601,3397
6733,7765,6774,7851
6461,5873,4737,4917
5663,5016,4959,5425
2664,2193,2539,1895
6028,3968,5966,1853
5974,4244,4539,6855
3124,4389,1992,4683
3277,4135,2189,3891
3925,2174,3669,4675
4067,5759,3047,4912
6311,5980,6588,6036
3817,2627,3656,2514
6668,4062,5125,3439
7513,7145,7783,6465
6673,6124,6092,6010
3612,2444,3553,3134
7860,4667,4573,3151
6581,4966,4336,4319
7369,6784,6671,8112
6253,4959,5043,3201
2071,1787,2431,1831
1317,1594,2991,675
4249,5069,3461,3687
2444,2612,1458,2830
6519,4601,5447,4694
6032,6193,6494,4473
7598,7953,7740,7966
3318,4529,3490,4272
2794,4037,4795,3652
3719,5052,3325,3993
7566,7657,7483,6798
1623,2403,1692,3120
7226,5218,4624,3325
6050,8143,5539,2726
7801,6498,7944,6255
4451,5108,5765,4983
7299,6643,5980,5438
5936,3300,5840,6159
3740,3523,3920,6051
6759,4630,6364,6320
6812,6050,4201,4993
4389,6232,4109,5203
5899,6796,5695,6124
6163,3838,5664,6666
7000,4954,6092,6610
4987,2838,4152,5124
4035,5428,5565,5063
5447,4533,4460,3369
3105,7057,4006,5082
4992,2409,4072,3667
5911,5310,4848,6449
4384,4556,3006,4774
5872,4614,4043,3250
7082,7572,7408,7952
4393,5126,3497,2483
7318,7153,8198,7310
6756,4562,3170,4951
3068,1656,3294,2329
3403,3160,4520,2307
6938,5191,5840,6482
7311,5458,5059,5204
3650,3957,2540,3965
6592,7654,6377,5439
3972,3767,3046,2572
3151,4539,4245,5341
4817,3196,6164,3171
4533,6633,4634,6744
1461,946,677,888
1415,2926,2071,2010
6939,3150,3498,3617
6621,5697,6637,6194
6326,6995,6260,6660
3346,2486,3053,3810
6459,6232,7990,4597
8091,3374,5315,5485
3706,4834,6028,3538
7399,4857,7592,4420
5927,8103,6905,6109
4267,2413,2261,3857
5028,5965,4617,6126
5390,6376,5790,6181
5117,5154,5397,2540
4343,2653,4253,2147
6407,5652,6793,6303
3809,5673,5050,4661
3696,1858,4703,3596
6204,4909,6698,6344
7981,8467,8697,8131
4634,6025,4918,5701
2033,4993,3224,3284
5432,5455,7080,5166
7051,4880,4952,6970
7896,7821,8636,8534
7359,6846,7237,7881
8630,7696,8148,7913
5272,5110,4013,7991
4310,4737,6195,4088
6364,5276,6604,5072
