1000 5
4954,3864,5622,5950,4159
2844,7457,1346,7066,6093
6272,3435,3180,6470,4231
7220,4890,7611,6175,7004
3282,6270,1198,5115,4684
6343,6432,5801,6119,7952
5466,5299,5269,7258,6640
3158,4686,4524,4284,4222
5183,3511,5487,6125,6249
6059,3064,8301,3934,5172
6271,4339,2436,6251,1959
6177,4005,8597,5977,5216
6592,6868,5430,6511,7065
2190,2393,1006,2588,1922
7895,6687,7364,6420,6398
5583,4550,5862,5347,5233
3660,3930,2432,3606,4162
4829,5555,3824,5770,6430
7156,5927,5737,5605,4995
6458,6732,7036,6443,5638
4645,2447,5434,1170,5120
5797,7599,6699,7438,6518
4537,6521,4028,7486,5337
7204,2559,4054,5729,3358
6373,5069,3742,4590,4880
4874,3800,2845,5623,3177
2989,3926,4218,3059,4498
7327,5108,6490,4567,5743
4923,3690,4897,3163,3635
4255,3304,3320,4029,3316
4930,4935,3949,4361,3626
5238,3244,2852,3506,3234
5932,3079,3464,5851,3241
5005,3225,5666,5154,4857
5330,5374,5238,5839,4767
5630,5270,6851,6869,7045
7477,6750,7894,7257,6605
4587,5720,5074,4071,6963
4552,4460,5571,6923,4104
3489,5227,4611,5269,2472
6778,5244,5633,5814,5776
808,5466,4477,2428,4547
2491,4847,3696,3723,4359
4761,2493,2875,4049,3490
7733,7383,8520,7749,7504
2627,3506,3629,2521,3103
5040,6596,8006,5833,7468
3422,5136,4463,3976,4220
3933,3087,4412,2157,3360
2602,2263,1953,2640,1986
6211,4850,5870,4736,6425
5041,8008,4778,6219,5957
4572,3338,8212,2806,5554
5266,3715,3299,4539,4895
2822,2371,2715,3769,2740
2096,4509,3027,3442,2702
8115,5802,7875,5660,6200
4942,5673,4321,7256,3605
4678,5665,6962,2612,6725
4294,2388,5226,4142,2991
6036,5491,5801,4616,6051
3845,3864,2937,4493,2392
3451,5934,4859,4238,4801
7836,7796,7739,7765,7928
4990,2315,5059,3227,2507
7567,8106,7880,8171,8233
5479,5037,5464,4053,3311
6950,7279,4924,5122,5163
1928,3412,2325,3770,2467
4674,4934,5755,5325,6527
7245,6609,7121,7464,6249
4970,4279,5654,5367,5426
2862,4032,2751,3812,2974
4611,6063,3599,4027,3773
3774,3785,3695,3636,5280
7366,6652,7272,7368,7086
6671,6375,5908,4974,5995
6171,6670,7506,6468,6684
2988,2962,2962,2663,2061
6000,5178,5413,4762,4174
7310,6980,7853,5995,7327
5943,5116,6055,5743,3080
2353,1666,3116,1820,2695
3145,5875,3188,6175,5126
3745,3555,2902,4459,2705
7830,6186,7250,6503,6520
6422,7972,6704,6932,7416
5465,7622,5240,6323,7198
6380,6963,7428,4963,6648
4560,6071,6758,3355,6434
6165,4692,3115,6890,3357
6542,6273,6851,7066,6861
7578,3489,5569,5210,4465
5491,5591,3687,5323,4799
7426,7196,4838,7114,5658
8541,4971,5647,2934,4939
3861,3662,5452,4576,3126
8415,8141,8551,8657,7717
4814,7752,3450,4293,3968
5438,4728,3581,5262,3983
7308,5642,6537,7534,5767
5763,3863,5266,7329,5675
7339,7189,8016,5709,8175
6417,6094,6812,6765,5900
3683,4166,4501,4014,5280
4769,3639,7726,4658,4808
5429,3868,4342,4347,1982
3544,2893,3298,2903,2505
6937,4876,5639,5049,4458
3351,5253,5980,4733,5974
2099,1594,1943,1016,1200
3272,4679,4624,4672,6034
3428,3899,3124,2941,3884
2883,2289,5048,4046,4900
5796,6758,5947,4578,6404
3768,2501,3194,3328,3049
3149,2791,4220,2550,4843
6491,7134,3089,7610,3479
3999,3538,5684,6157,4274
5848,6308,4743,6107,3131
6340,3228,4657,7278,1740
8108,4730,3450,7333,4729
6597,5894,4322,6811,4309
3723,2966,3847,4271,4071
4573,5243,7639,4986,4322
5816,6403,7604,6617,6845
5018,2281,5121,3960,3515
6222,5362,4276,5512,2826
5155,5206,7141,5723,6270
5568,4649,7442,3930,5313
4961,4497,2573,5822,2173
4493,4076,3659,4344,2734
7232,8089,6810,8028,8110
5695,5507,4819,5930,4491
4074,3711,5941,4684,5046
8126,7424,8569,8214,8365
6112,4785,3654,4381,5621
3614,4916,3752,3045,5530
5528,5272,5634,4775,5387
4038,5498,4792,6243,6406
6037,6081,5260,7170,3799
4213,3278,3694,3376,3597
6636,4786,5320,6274,5255
4724,2130,4388,3997,2586
1752,4703,2084,3643,3410
4654,4671,5495,6594,6204
7143,7054,7479,6704,7169
2879,3951,2510,4369,4222
2762,8303,4940,5301,5120
5329,7473,5521,7303,5215
7646,5944,5182,7711,3735
4815,3283,5601,3803,4979
5759,6676,4069,2951,6251
2972,3873,2530,3040,4038
5948,2978,5132,3801,3932
3973,3255,8335,3787,3789
4879,4672,5054,3520,3193
8417,7723,7723,8909,8271
6606,5313,4169,5253,4086
9042,4621,7701,4993,5449
5836,4837,3047,5544,3418
4508,6980,4158,5465,4969
3972,3502,4224,3459,3970
6452,6957,5684,7004,5109
4092,6134,4327,4122,4808
5902,6617,5604,4867,7349
7515,5037,5476,5708,4337
2268,2147,2601,2931,2467
4011,5864,5571,4113,4459
6738,3216,6682,5277,4736
5248,4874,3500,4994,3083
3500,5987,5021,4624,7182
4915,4066,3575,3601,3475
5528,5218,6625,7182,6183
5111,7853,6786,5765,7679
4313,3649,4218,4582,3920
2787,4074,3033,3198,3757
3518,2696,3136,4192,3926
3816,5450,4110,5245,4507
5964,3367,6191,4563,3655
1113,1592,1823,1219,1962
6236,3989,6025,5873,4034
5744,6413,5515,5581,5531
4457,2166,5137,4085,1928
3742,3642,4185,3600,3024
6622,4927,2079,5680,3559
