2000 6
7032,8782,6236,1874,3632,4606
726,3086,5579,4770,7773,7357
7157,7426,4991,3300,6423,5926
9786,744,5876,2869,6191,5879
9312,3736,538,3815,9934,5077
7312,6608,195,9079,6857,1303
6041,3521,2671,3078,5970,7385
5333,2125,9581,162,7111,9747
1414,5975,2257,6832,9157,7797
9153,889,8639,1863,3993,6689
2073,7660,5250,5312,3286,5036
5768,2894,5662,2379,7199,4503
8715,46,3352,7697,5242,3065
6331,6982,4963,5162,2331,3576
3974,3249,3607,2715,9840,201
6697,4328,546,2130,7794,6609
2878,2578,8103,1689,8472,9355
651,4622,4188,4837,5459,9535
1062,6320,3586,7123,631,7617
2090,9593,4045,2613,9983,3951
7233,2270,5743,8030,2128,3943
2852,6498,4153,1707,7031,8763
4811,6662,2218,821,9726,6433
7528,2403,7229,6492,6926,4875
1793,3458,6923,9607,336,7529
6643,132,7454,9885,983,7769
3544,6061,3793,2377,4556,6224
1794,3294,5283,8560,2700,8640
5994,5593,1140,4977,9222,5808
4655,3164,7166,4843,1308,3227
4260,9871,323,6552,9507,173
5443,5481,3850,5034,8715,8211
4549,4705,9958,3760,1020,9878
7887,5139,1999,2744,9965,2240
3791,538,8943,3947,439,9990
9128,531,5644,5633,6935,334
7328,261,3928,6490,6739,370
7696,8851,1355,3458,5867,46
3067,8380,432,2670,6153,4960
2001,6556,6792,1068,8806,3140
9843,4398,2574,6261,8527,1084
7760,7095,4940,4201,2863,6004
8367,1013,6167,1706,9081,4192
6730,240,2919,6979,9624,4519
7383,1828,5489,5045,9105,3140
3878,5431,8809,3960,8083,1514
9863,2769,5612,2445,4536,2374
5383,4517,8821,4866,842,1998
8714,2766,5610,1835,6936,7108
5821,8025,2153,4849,7531,3185
6859,4212,3359,4632,3760,9768
4997,3193,7258,8685,1183,6736
1141,7959,6485,2180,8097,3465
1345,4729,7691,1270,8110,9407
3570,6633,8443,4491,3074,1375
6766,2617,8686,3394,4752,3526
4917,4548,6231,7655,886,8460
1443,4013,6696,8013,3999,6085
9202,4113,5129,9145,256,1821
446,3280,4027,8317,8256,5821
7606,5847,5376,3892,1950,4080
1053,12,7037,5219,3889,8253
5746,6917,2120,1152,5937,8071
5384,6922,4495,394,8553,739
3049,8015,581,6841,7947,3781
3132,6313,4419,7336,2998,5481
6764,6392,272,9523,2436,5944
5069,5054,5741,3935,6194,6641
6224,2310,4136,9283,1795,7371
2834,7673,7570,489,7097,2996
4398,8320,4544,5395,5127,4982
1806,3996,6616,4355,5106,9840
5960,2136,4993,2718,6189,3187
9741,1480,4668,9960,3182,2216
8220,1740,8033,3526,2063,3651
3498,1145,9223,4234,7088,5568
7523,3902,4843,1694,8660,2137
4020,4982,2822,4115,3516,7825
75,9669,4577,9668,18,6737
3833,8915,5082,5825,4584,1898
7028,4747,1860,6143,9437,155
5940,8063,598,4096,6451,2342
3392,4873,9083,4669,2862,6015
4962,3148,2161,8642,6067,2540
7558,4103,1969,9011,1030,3442
6371,7455,4584,6225,5372,1710
5974,3019,9360,6319,2870,1900
7648,7428,5149,2022,2711,5466
1326,9935,1059,9359,1444,3338
4717,3173,2173,5624,4075,5218
7163,388,2585,8817,9357,4075
