1000 7
2090,298,477,23,28,397,42
3124,1995,1149,234,174,376,382
2551,676,675,101,33,369,122
2853,986,971,127,59,336,256
2713,814,871,108,38,332,246
3277,2184,955,287,128,297,388
2758,721,1037,259,85,285,143
2921,609,1039,115,138,278,99
2365,778,659,53,54,274,148
3019,2051,1000,247,111,271,626
2644,1639,805,76,27,271,495
3241,2383,855,381,139,265,693
2518,706,607,73,56,262,154
3016,2152,1090,319,101,261,376
2119,585,602,173,53,258,89
2760,1755,858,220,140,254,400
1900,683,588,49,46,254,89
2288,961,611,52,40,248,149
3047,1822,1074,343,110,247,326
3050,773,1006,138,143,246,142
2123,731,774,76,54,244,157
2880,1375,670,232,80,243,263
2809,1218,893,97,78,238,222
1578,225,454,79,20,234,43
2467,1597,781,137,134,231,347
2002,765,466,111,68,230,149
2843,1503,1082,144,75,228,483
2001,579,608,38,36,228,140
2171,860,530,172,50,225,180
2941,1643,761,111,49,225,490
2018,483,611,59,35,224,79
2062,1187,770,131,121,221,213
2666,1227,709,85,39,219,156
2291,636,580,59,47,215,136
2716,1177,870,156,43,210,321
2559,902,531,191,64,208,210
1136,176,275,13,11,208,26
2647,1178,621,236,101,207,268
3204,1731,977,224,55,206,319
2269,937,656,113,39,206,166
2457,1008,607,107,37,206,183
1267,110,222,22,11,205,12
2924,2125,940,277,47,204,499
1965,622,546,43,48,201,126
2281,395,601,39,33,201,79
2455,1656,696,149,100,200,371
2788,1566,778,164,59,199,348
2753,1268,668,223,54,198,202
2832,1469,828,172,47,198,375
2371,1151,691,116,80,197,351
2923,2315,901,214,73,192,455
2534,1590,866,140,68,192,252
2457,1574,775,199,64,192,485
2724,864,849,45,40,192,186
2345,1159,553,104,34,192,193
2907,920,863,83,29,190,278
2158,686,775,109,64,189,170
2320,1310,656,104,56,189,363
2018,1287,610,86,27,188,433
3465,1887,1004,206,158,187,409
2162,622,727,132,86,187,98
2230,828,586,135,60,187,188
2313,959,657,159,59,187,235
2019,594,551,39,35,187,108
2760,511,1052,123,107,186,80
2265,1600,801,269,103,185,274
2332,1117,556,91,30,185,187
3107,1119,1055,299,126,184,185
2820,946,1226,61,81,183,187
2953,783,637,216,107,181,180
2506,1083,1072,89,67,181,305
2500,1083,1071,89,67,181,305
2549,1100,567,136,112,180,148
2288,871,705,110,32,180,179
3077,1642,744,235,77,179,351
2864,1600,796,155,66,178,373
2598,980,1059,90,51,177,266
3088,1695,1161,110,74,176,529
1460,452,442,31,41,175,130
2229,1095,701,127,39,175,149
2541,1173,587,106,74,173,245
2694,1280,687,223,55,173,238
2242,1104,728,56,52,172,172
2790,1345,686,284,62,170,207
3001,1622,770,208,62,169,364
3378,928,1149,428,139,168,144
2708,2099,886,157,94,167,519
2714,1168,629,154,58,167,298
2091,798,647,127,49,167,154
1781,415,458,41,38,167,69
2705,1253,1026,285,126,166,373
2464,1439,769,196,34,166,331
1195,182,230,11,21,166,58
2438,1333,694,272,93,164,189
1731,264,520,63,21,164,58
1858,488,588,74,24,163,90
1366,233,410,82,23,162,39
3328,2427,965,315,93,160,559
1761,485,541,25,34,160,93
2383,1280,607,207,63,159,304
1876,578,423,59,53,159,138
2454,1146,703,157,71,158,244
1731,304,331,34,23,158,74
2922,1908,1194,101,89,157,600
2171,725,747,151,39,157,121
2722,1712,677,172,30,157,393
2697,494,821,186,111,156,109
2988,1907,688,169,108,155,337
2940,1528,794,149,46,153,220
2093,968,420,114,67,152,166
1818,559,565,27,24,152,139
2175,857,508,77,91,151,238
2462,1213,501,263,90,151,277
2124,667,784,64,42,151,97
2041,956,500,70,37,151,184
3245,2222,1180,141,83,150,609
2870,1971,636,202,71,150,473
2647,1283,742,180,70,150,291
2538,987,590,129,56,150,247
1780,536,451,80,38,150,84
2589,1514,761,137,30,150,381
2253,648,619,96,22,150,96
2326,490,525,245,113,148,82
2264,727,723,69,63,148,119
1359,320,389,40,13,148,44
2098,802,523,74,47,147,170
2582,1388,833,155,119,146,358
2314,556,871,186,95,146,78
1929,1097,766,291,60,146,177
2291,1187,793,294,42,146,229
1966,748,469,98,37,146,126
3202,1784,921,401,111,145,357
1915,826,709,86,71,145,160
2568,885,711,90,55,145,117
2995,1403,851,173,64,144,227
2284,646,513,176,41,144,101
1464,599,439,43,35,144,117
2516,982,562,219,108,143,146
2801,1677,670,176,101,143,377
2622,1717,587,211,55,143,285
2186,386,582,35,28,143,74
2541,1178,693,149,49,142,190
1812,796,592,101,49,142,160
2244,1025,610,166,33,142,205
1491,363,415,22,22,142,84
2789,1974,557,319,161,141,411
2627,867,702,430,106,141,167
2189,640,775,65,69,141,226
1861,386,436,79,46,141,87
2303,951,647,94,86,140,269
2592,1178,517,99,69,140,272
1647,676,600,156,50,140,138
1913,639,437,90,44,140,141
1955,626,603,110,41,140,114
2683,1727,532,309,141,139,364
2588,1334,837,184,101,139,330
3027,1542,709,187,55,139,416
2153,529,578,123,30,139,113
2682,716,795,96,28,139,204
2627,1503,858,161,58,138,223
2664,976,704,150,57,138,148
3263,1769,959,143,160,137,241
2806,1445,743,331,122,137,177
2534,582,619,225,105,137,129
2403,913,887,60,33,137,217
1211,247,259,19,24,137,45
1716,445,693,54,20,137,107
2127,759,723,52,66,136,150
2441,1225,613,106,100,135,231
2940,1477,602,212,90,135,245
2379,1139,723,71,52,135,230
2821,1251,717,79,85,134,303
2557,1375,634,252,54,134,224
2639,584,813,122,53,134,148
2470,777,593,124,46,134,133
1609,312,321,76,57,133,54
2228,848,576,71,31,133,216
1925,641,690,127,51,132,132
2458,1381,600,198,44,132,365
2034,982,662,70,36,132,280
1765,336,459,20,31,132,70
1288,297,374,25,28,132,67
3311,2868,449,485,259,131,723
2619,1095,1071,35,101,131,137
2293,835,501,145,86,131,105
2470,1020,679,261,76,131,189
2687,1413,630,307,70,131,350
1959,390,665,67,72,130,54
2629,1846,478,280,67,130,336
1939,1115,558,52,40,130,309
2347,1239,632,175,34,130,296
1395,344,391,43,20,130,82
2346,979,511,137,91,129,115
2791,1334,773,182,60,129,337
1928,746,503,120,45,129,166
2396,1297,866,131,60,128,349
2092,717,556,127,32,128,141
1937,834,572,108,32,128,170
2136,929,462,64,32,128,161
1793,637,484,94,12,128,143
2129,383,648,44,81,127,95
2370,850,742,55,54,127,154
1720,730,488,38,48,127,124
2468,1290,590,136,41,127,380
2287,745,684,42,40,127,145
1152,311,303,27,17,127,93
993,212,236,31,11,127,34
2440,1088,636,252,137,126,208
2988,2326,601,397,116,126,406
2995,1704,975,313,89,126,416
2166,912,687,122,69,126,188
2565,1352,537,106,62,126,274
2100,1236,535,50,43,126,223
2245,447,764,34,43,126,85
2524,1450,800,264,38,126,334
2010,500,408,183,30,126,108
2133,1226,581,201,29,126,299
3281,3041,430,377,236,125,833
3398,2520,1188,142,76,125,630
1823,342,365,102,63,125,24
2809,1555,674,273,111,124,196
2409,1228,766,78,78,124,256
1808,994,665,86,70,124,270
2724,1720,589,214,92,123,340
2701,739,738,131,62,123,125
1142,564,482,6,27,123,78
2390,1088,459,156,61,122,156
2065,1011,516,161,54,122,186
1984,957,513,79,54,122,198
1806,198,521,85,48,122,24
1769,492,671,112,47,121,22
2800,1296,934,109,40,121,370
2207,998,690,91,38,121,294
2542,1308,522,71,34,121,318
1565,582,350,66,37,120,78
2042,830,516,82,36,120,154
2653,1565,712,141,28,120,355
3146,1569,915,154,163,119,229
2081,321,564,98,122,119,19
3020,2032,757,240,97,119,615
3390,2031,1444,147,79,119,599
2128,1108,634,161,76,119,256
1554,775,492,103,69,119,239
855,126,193,18,14,119,12
2836,1898,777,294,93,118,324
2419,926,543,127,75,118,108
2906,1490,746,240,71,118,334
2961,1365,814,139,64,118,355
2871,1119,993,263,51,118,245
1684,524,569,113,45,118,56
1276,539,484,62,23,118,143
1186,362,387,84,18,118,64
1803,796,551,93,74,117,220
2084,477,636,181,54,117,91
2516,1148,615,126,46,117,263
1048,157,230,36,26,117,29
2539,1288,581,123,24,117,232
2271,839,519,80,18,117,75
3147,1506,832,192,100,116,298
2840,1486,996,175,79,116,294
2567,1305,770,145,65,116,245
2867,1520,857,139,55,116,274
2289,1058,598,99,49,116,231
2483,982,551,134,44,116,153
1548,601,461,49,43,116,148
1856,779,497,113,41,116,91
2337,861,504,114,39,116,61
1938,644,657,67,36,116,108
2112,1123,709,85,27,116,234
1305,341,297,13,16,116,85
1895,836,412,96,138,115,188
2329,1239,632,257,93,115,203
1937,1061,537,82,73,115,230
3021,1292,1022,125,65,115,356
2811,1464,880,225,60,115,337
2119,1223,783,122,58,115,203
1946,1434,596,155,34,115,249
2280,1020,572,75,54,114,166
1850,694,505,71,45,114,121
2808,1131,769,598,119,113,229
2823,1350,612,345,94,113,296
3017,1361,718,153,76,113,412
2647,1566,681,344,153,112,385
2666,1314,1198,67,119,112,208
2181,1095,393,189,99,112,263
3159,1637,804,211,81,112,358
1846,867,522,63,75,112,169
1979,747,571,127,60,112,123
2617,803,709,76,56,112,135
2010,724,594,28,48,112,96
2351,1069,558,91,41,112,211
2421,1073,498,169,94,111,211
2749,1205,744,151,72,111,237
1446,490,456,33,37,111,90
1609,583,521,20,32,111,177
1292,439,256,13,29,111,81
2044,1209,594,129,25,111,345
1690,828,357,84,24,111,144
968,413,248,38,16,110,79
2634,853,412,281,116,109,111
2412,743,645,460,111,109,137
2217,792,339,285,86,109,198
2546,1366,693,92,60,109,298
1236,382,295,33,31,109,58
960,397,221,54,18,109,69
